Fraud_Case_ID,Transaction_ID,Fraud_Flag,Risk_Score,Detection_Method,Case_Status
2005930,10385504,1,0.041,ML Model,Open
2005931,10168035,0,0.144,ML Model,Closed
2005932,10103495,0,0.968,Rule,Closed
2005933,10299876,0,0.352,ML Model,False Positive
2005934,10285437,1,0.711,Manual,False Positive
2005935,10321855,0,0.331,Rule,Closed
2005936,10314334,0,0.844,Rule,Closed
2005937,10265131,0,0.704,Manual,Open
2005938,10216772,0,0.038,Rule,False Positive
2005939,10326695,0,0.765,Manual,Open
2005940,10030243,0,0.874,Rule,False Positive
2005941,10033132,0,0.873,Manual,Closed
2005942,10351983,0,0.111,Manual,Closed
2005943,10181851,0,0.872,Manual,Confirmed
2005944,10396711,0,0.613,ML Model,Closed
2005945,10228481,0,0.905,Manual,Closed
2005946,10314288,0,0.545,Manual,Open
2005947,10078838,0,0.476,Manual,False Positive
2005948,10132289,0,0.243,Rule,Closed
2005949,10182405,0,0.773,Manual,Open
2005950,10348201,0,0.658,ML Model,Open
2005951,10201645,0,0.246,Rule,Closed
2005952,10376356,0,0.593,Rule,Closed
2005953,10263752,0,0.797,ML Model,Closed
2005954,10316016,0,0.705,Manual,Closed
2005955,10197186,0,0.364,Rule,Closed
2005956,10371252,0,0.649,Manual,Confirmed
2005957,10320205,0,0.472,Rule,Open
2005958,10175392,0,0.026,ML Model,Confirmed
2005959,10219051,0,0.732,Manual,Closed
2005960,10349041,0,0.34,Manual,Closed
2005961,10301929,0,0.534,Manual,Closed
2005962,10159949,0,0.858,Manual,False Positive
2005963,10209408,0,0.482,Manual,False Positive
2005964,10241487,0,0.166,Manual,False Positive
2005965,10058008,1,0.767,Rule,Closed
2005966,10093682,0,0.166,ML Model,False Positive
2005967,10321896,0,0.66,ML Model,Confirmed
2005968,10275591,0,0.325,ML Model,Confirmed
2005969,10392934,0,0.394,Manual,False Positive
2005970,10141138,0,0.846,ML Model,Open
2005971,10212395,0,0.985,Rule,False Positive
2005972,10267888,0,0.796,ML Model,Closed
2005973,10322601,0,0.248,Manual,Confirmed
2005974,10007757,1,0.601,Rule,False Positive
2005975,10050351,0,0.158,Manual,Open
2005976,10178051,0,0.079,Manual,Open
2005977,10166522,0,0.904,ML Model,Confirmed
2005978,10127041,0,0.038,ML Model,Closed
2005979,10193222,0,0.863,Rule,Closed
2005980,10087347,0,0.709,Rule,Closed
2005981,10010299,0,0.308,Rule,Open
2005982,10190055,0,0.289,ML Model,Open
2005983,10099741,0,0.282,Rule,Open
2005984,10357748,0,0.349,Rule,Confirmed
2005985,10129768,0,0.383,Manual,False Positive
2005986,10015315,0,0.514,Rule,Open
2005987,10187030,0,0.709,ML Model,Open
2005988,10309170,0,0.28,Manual,False Positive
2005989,10119826,0,0.986,Rule,Open
2005990,10108022,0,0.373,Manual,Open
2005991,10192181,0,0.383,Rule,Closed
2005992,10354466,0,0.334,Manual,Closed
2005993,10344124,0,0.37,Rule,Closed
2005994,10025034,0,0.237,Manual,False Positive
2005995,10312409,1,0.044,ML Model,Closed
2005996,10243450,0,0.428,ML Model,Closed
2005997,10272399,0,0.367,Manual,Closed
2005998,10123254,0,0.447,Rule,Confirmed
2005999,10217885,0,0.898,Manual,False Positive
2006000,10247124,0,0.537,Rule,Closed
2006001,10024429,0,0.908,Rule,False Positive
2006002,10278698,0,0.78,ML Model,Confirmed
2006003,10307192,0,0.029,Rule,False Positive
2006004,10347377,1,0.617,Manual,False Positive
2006005,10339849,0,0.697,ML Model,Confirmed
2006006,10077474,0,0.183,ML Model,Confirmed
2006007,10151430,1,0.509,Rule,False Positive
2006008,10187887,0,0.384,ML Model,Confirmed
2006009,10285990,0,0.703,Rule,Confirmed
2006010,10219715,1,0.635,ML Model,Open
2006011,10231178,1,0.347,ML Model,False Positive
2006012,10024801,0,0.567,Manual,False Positive
2006013,10133333,0,0.526,Manual,False Positive
2006014,10047739,0,0.142,Manual,Closed
2006015,10301028,0,0.944,ML Model,Confirmed
2006016,10156968,0,0.769,Manual,False Positive
2006017,10219597,0,0.843,Rule,Confirmed
2006018,10182678,0,0.915,Manual,Closed
2006019,10369081,0,0.863,Manual,Closed
2006020,10181156,0,0.367,Rule,False Positive
2006021,10029836,0,0.015,Manual,Open
2006022,10017006,0,0.532,ML Model,Open
2006023,10311295,0,0.489,ML Model,Closed
2006024,10270509,0,0.792,Rule,Open
2006025,10297151,0,0.128,ML Model,False Positive
2006026,10080898,0,0.065,Rule,False Positive
2006027,10070124,0,0.77,ML Model,Open
2006028,10209855,0,0.979,Rule,Closed
2006029,10200607,0,0.857,ML Model,Open
2006030,10067832,1,0.661,Rule,Closed
2006031,10106177,0,0.831,Manual,Closed
2006032,10030906,0,0.436,Rule,Confirmed
2006033,10398160,0,0.452,ML Model,Confirmed
2006034,10311364,0,0.351,Rule,Open
2006035,10176546,1,0.243,ML Model,Confirmed
2006036,10016187,0,0.538,Manual,False Positive
2006037,10122312,0,0.628,Rule,Confirmed
2006038,10313815,0,0.734,Rule,Closed
2006039,10194601,0,0.985,ML Model,Open
2006040,10137180,0,0.184,ML Model,Confirmed
2006041,10373715,0,0.393,Manual,False Positive
2006042,10364012,0,0.05,Manual,Open
2006043,10161419,0,0.74,Rule,False Positive
2006044,10227057,0,0.547,Manual,False Positive
2006045,10068029,0,0.374,Manual,Closed
2006046,10088661,0,0.375,Manual,False Positive
2006047,10162412,0,0.608,Rule,False Positive
2006048,10235752,0,0.67,ML Model,False Positive
2006049,10203522,0,0.497,Manual,Confirmed
2006050,10187899,0,0.837,Manual,Closed
2006051,10276960,0,0.854,Rule,Confirmed
2006052,10279133,0,0.797,Manual,Confirmed
2006053,10097962,0,0.739,ML Model,Open
2006054,10184656,0,0.825,Rule,Closed
2006055,10277012,0,0.262,Rule,Confirmed
2006056,10005472,0,0.662,Manual,Confirmed
2006057,10208678,0,0.961,Rule,False Positive
2006058,10067595,0,0.465,Rule,Closed
2006059,10397423,0,0.495,ML Model,Open
2006060,10361279,0,0.894,Manual,False Positive
2006061,10308620,1,0.781,ML Model,Open
2006062,10351306,0,0.086,Rule,Confirmed
2006063,10050435,0,0.138,Manual,Confirmed
2006064,10138940,0,0.434,Rule,False Positive
2006065,10187954,0,0.377,Manual,False Positive
2006066,10168611,0,0.218,Rule,Confirmed
2006067,10315595,0,0.085,ML Model,Closed
2006068,10150416,0,0.777,Rule,Open
2006069,10189653,0,0.302,Rule,Confirmed
2006070,10363765,0,0.438,Rule,Closed
2006071,10124269,0,0.097,Manual,Open
2006072,10046124,0,0.21,Rule,Closed
2006073,10166993,0,0.674,Rule,Closed
2006074,10150838,0,0.19,ML Model,False Positive
2006075,10033793,0,0.411,ML Model,False Positive
2006076,10376468,1,0.126,ML Model,Closed
2006077,10361442,0,0.841,ML Model,Confirmed
2006078,10008502,1,0.795,ML Model,False Positive
2006079,10224591,0,0.659,ML Model,False Positive
2006080,10353886,0,0.092,Manual,Open
2006081,10228637,0,0.474,Manual,False Positive
2006082,10393536,1,0.446,Manual,False Positive
2006083,10208073,0,0.239,Rule,Closed
2006084,10032751,1,0.576,Manual,False Positive
2006085,10243882,0,0.598,ML Model,Confirmed
2006086,10280310,0,0.384,Manual,Confirmed
2006087,10100967,0,0.594,Manual,Closed
2006088,10154607,0,0.642,ML Model,False Positive
2006089,10379774,0,0.73,ML Model,Confirmed
2006090,10342574,0,0.393,Rule,Confirmed
2006091,10205748,0,0.944,ML Model,Confirmed
2006092,10010845,0,0.8,Rule,Open
2006093,10365754,0,0.837,ML Model,Closed
2006094,10226831,0,0.499,Rule,Closed
2006095,10304269,0,0.062,Rule,Confirmed
2006096,10128155,0,0.479,Rule,Confirmed
2006097,10132885,0,0.068,Rule,Confirmed
2006098,10001790,0,0.271,Rule,Confirmed
2006099,10388390,0,0.619,Rule,Open
2006100,10236449,1,0.496,Manual,Closed
2006101,10065257,0,0.697,Manual,False Positive
2006102,10344302,0,0.908,Manual,Open
2006103,10170793,0,0.84,Rule,Open
2006104,10070084,0,0.404,ML Model,Closed
2006105,10051760,0,0.096,ML Model,Closed
2006106,10221365,0,0.476,Manual,False Positive
2006107,10394982,0,0.146,Rule,Closed
2006108,10367127,0,0.652,Manual,False Positive
2006109,10290297,0,0.319,Rule,False Positive
2006110,10163169,0,0.564,Rule,Open
2006111,10105642,0,0.916,Rule,Closed
2006112,10347069,0,0.935,ML Model,False Positive
2006113,10159496,0,0.594,Manual,Confirmed
2006114,10090394,0,0.216,Manual,Confirmed
2006115,10078359,0,0.809,ML Model,Confirmed
2006116,10066324,0,0.063,Manual,False Positive
2006117,10069672,0,0.799,Manual,Open
2006118,10117853,0,0.58,Manual,False Positive
2006119,10319345,0,0.207,ML Model,Closed
2006120,10027311,0,0.57,ML Model,Closed
2006121,10095068,1,0.619,Rule,Closed
2006122,10369609,1,0.3,ML Model,Confirmed
2006123,10243596,0,0.769,Manual,Closed
2006124,10240134,0,0.187,Manual,Open
2006125,10141888,0,0.729,ML Model,Confirmed
2006126,10082567,0,0.885,Rule,False Positive
2006127,10365594,0,0.654,Rule,Confirmed
2006128,10210925,0,0.236,Rule,Confirmed
2006129,10111146,1,0.533,Rule,Confirmed
2006130,10186568,0,0.286,Rule,False Positive
2006131,10253916,0,0.407,Rule,Confirmed
2006132,10336390,0,0.213,ML Model,Closed
2006133,10262389,0,0.45,Manual,Open
2006134,10174347,0,0.733,Rule,Closed
2006135,10302718,1,0.283,ML Model,Open
2006136,10336702,0,0.788,Manual,Confirmed
2006137,10163287,0,0.05,Rule,Closed
2006138,10066793,0,0.599,Rule,Open
2006139,10345279,0,0.295,Rule,Confirmed
2006140,10299338,0,0.401,Rule,Open
2006141,10332813,0,0.478,Manual,False Positive
2006142,10210477,0,0.175,Rule,Closed
2006143,10202581,0,0.032,ML Model,Open
2006144,10145945,0,0.573,ML Model,False Positive
2006145,10030694,0,0.202,Manual,False Positive
2006146,10003446,0,0.65,ML Model,False Positive
2006147,10395608,0,0.005,Manual,Open
2006148,10029371,0,0.242,ML Model,Open
2006149,10365764,0,0.625,ML Model,Open
2006150,10079549,0,0.703,Manual,False Positive
2006151,10344838,0,0.239,Rule,Closed
2006152,10325363,1,0.199,Manual,False Positive
2006153,10291624,0,0.832,ML Model,Confirmed
2006154,10048502,0,0.697,Manual,Confirmed
2006155,10158327,0,0.954,Manual,Confirmed
2006156,10315629,0,0.421,ML Model,Confirmed
2006157,10271221,0,0.928,ML Model,Open
2006158,10077717,0,0.577,Rule,Closed
2006159,10065808,1,0.435,Rule,Open
2006160,10134344,0,0.121,Manual,Open
2006161,10210704,0,0.228,Rule,Open
2006162,10193049,0,0.274,Rule,Open
2006163,10086925,0,0.945,Manual,Open
2006164,10216370,0,0.607,Manual,Closed
2006165,10012398,0,0.414,Rule,Closed
2006166,10065392,0,0.655,ML Model,Confirmed
2006167,10356130,1,0.73,Manual,Closed
2006168,10068413,0,0.199,ML Model,Closed
2006169,10218331,0,0.723,Rule,Open
2006170,10087554,0,0.821,ML Model,Confirmed
2006171,10093485,0,0.692,ML Model,Confirmed
2006172,10153253,0,0.581,Rule,Open
2006173,10398018,0,0.063,Manual,Closed
2006174,10194850,0,0.932,Rule,False Positive
2006175,10062564,0,0.875,Manual,Open
2006176,10259999,0,0.133,ML Model,False Positive
2006177,10376629,0,0.393,ML Model,Confirmed
2006178,10197075,0,0.912,ML Model,Open
2006179,10121180,0,0.637,Manual,Confirmed
2006180,10394432,0,0.765,ML Model,Closed
2006181,10382676,0,0.476,ML Model,Closed
2006182,10162347,0,0.651,Rule,Open
2006183,10067202,0,0.464,Rule,False Positive
2006184,10300744,1,0.763,ML Model,Open
2006185,10062186,0,0.497,Manual,Open
2006186,10302086,0,0.69,Rule,False Positive
2006187,10277416,0,0.243,Manual,False Positive
2006188,10153635,0,0.113,ML Model,Closed
2006189,10047046,0,0.401,Manual,Closed
2006190,10196914,0,0.928,Rule,Open
2006191,10210966,0,0.05,Manual,Open
2006192,10394098,0,0.669,Rule,Open
2006193,10224407,1,0.99,Manual,Closed
2006194,10280056,1,0.905,Rule,Confirmed
2006195,10198357,0,0.553,Rule,False Positive
2006196,10142956,0,0.466,Rule,Closed
2006197,10061355,0,0.858,ML Model,Closed
2006198,10144376,0,0.49,Rule,Confirmed
2006199,10341324,0,0.099,Manual,Confirmed
2006200,10170641,0,0.306,Rule,False Positive
2006201,10225425,0,0.071,Manual,Confirmed
2006202,10233790,0,0.812,Rule,Confirmed
2006203,10390964,0,0.201,Rule,Confirmed
2006204,10227236,0,0.184,Manual,Confirmed
2006205,10390919,0,0.812,Rule,Confirmed
2006206,10219328,0,0.78,Rule,Confirmed
2006207,10042710,0,0.61,ML Model,False Positive
2006208,10397385,0,0.264,ML Model,Confirmed
2006209,10048738,0,0.676,Manual,False Positive
2006210,10374260,0,0.721,Rule,Closed
2006211,10127266,0,0.985,Rule,Open
2006212,10356875,0,0.113,Manual,Confirmed
2006213,10256008,0,0.557,Manual,Closed
2006214,10227574,0,0.999,ML Model,Confirmed
2006215,10179782,0,0.698,ML Model,Closed
2006216,10262283,0,0.093,Manual,False Positive
2006217,10174935,0,0.87,ML Model,Closed
2006218,10012227,0,0.991,ML Model,Open
2006219,10208427,0,0.569,Rule,False Positive
2006220,10252987,0,0.306,ML Model,Open
2006221,10202508,0,0.578,ML Model,Open
2006222,10388564,1,0.04,Manual,Open
2006223,10333705,0,0.449,ML Model,Closed
2006224,10246954,0,0.579,Manual,Open
2006225,10043013,0,0.356,ML Model,Open
2006226,10209762,0,0.204,ML Model,False Positive
2006227,10123347,0,0.853,Manual,Closed
2006228,10292855,0,0.105,Rule,Open
2006229,10321107,0,0.578,Rule,Open
2006230,10238026,0,0.073,ML Model,Open
2006231,10293320,0,0.743,Rule,Closed
2006232,10119682,0,0.67,Manual,False Positive
2006233,10373616,1,0.992,Manual,Confirmed
2006234,10349176,0,0.582,Manual,False Positive
2006235,10123876,0,0.683,ML Model,Confirmed
2006236,10249537,0,0.178,Rule,False Positive
2006237,10291889,0,0.35,ML Model,Open
2006238,10193931,0,0.583,ML Model,Confirmed
2006239,10259757,0,0.853,ML Model,Open
2006240,10116459,0,0.58,Rule,Confirmed
2006241,10313952,0,0.832,Manual,Open
2006242,10040072,0,0.348,ML Model,Open
2006243,10088465,0,0.48,Manual,Open
2006244,10126828,0,0.912,Rule,False Positive
2006245,10045385,0,0.717,ML Model,False Positive
2006246,10102663,0,0.304,Rule,False Positive
2006247,10007259,0,0.953,Rule,Open
2006248,10230791,0,0.844,Rule,False Positive
2006249,10359956,0,0.712,Rule,False Positive
2006250,10054751,0,0.955,Rule,Confirmed
2006251,10294998,0,0.516,ML Model,Open
2006252,10348895,0,0.053,Rule,Confirmed
2006253,10200221,0,0.438,ML Model,Confirmed
2006254,10241846,0,0.994,Rule,Confirmed
2006255,10177000,0,0.869,ML Model,Confirmed
2006256,10328346,0,0.595,Manual,Confirmed
2006257,10099966,0,0.72,ML Model,False Positive
2006258,10089910,0,0.701,Manual,False Positive
2006259,10239639,0,0.3,Rule,Closed
2006260,10386777,0,0.237,Manual,Confirmed
2006261,10348981,0,0.65,Manual,False Positive
2006262,10305959,0,0.51,Rule,False Positive
2006263,10219867,0,0.745,Manual,Open
2006264,10260409,0,0.296,ML Model,False Positive
2006265,10155937,0,0.627,Manual,Closed
2006266,10346317,0,0.079,Manual,Open
2006267,10386800,0,0.622,Manual,False Positive
2006268,10077971,0,0.037,Manual,False Positive
2006269,10321311,0,0.021,ML Model,False Positive
2006270,10044347,0,0.259,Manual,Closed
2006271,10072519,0,0.027,Rule,Closed
2006272,10188073,0,0.986,Manual,False Positive
2006273,10172764,0,0.689,Rule,False Positive
2006274,10101394,0,0.758,ML Model,Open
2006275,10192505,0,0.935,Manual,Open
2006276,10054495,0,0.007,Rule,Confirmed
2006277,10143666,0,0.928,ML Model,Confirmed
2006278,10268743,0,0.816,ML Model,Confirmed
2006279,10030148,0,0.364,ML Model,Confirmed
2006280,10136607,0,0.501,Manual,Open
2006281,10333264,0,0.967,Manual,Confirmed
2006282,10140900,0,0.187,ML Model,Closed
2006283,10326901,0,0.77,ML Model,False Positive
2006284,10221732,0,0.883,ML Model,False Positive
2006285,10059883,0,0.042,Manual,Closed
2006286,10339345,0,0.373,Rule,Open
2006287,10044885,1,0.615,Manual,Closed
2006288,10180349,0,0.624,Rule,Confirmed
2006289,10341826,0,0.788,ML Model,Closed
2006290,10198144,0,0.57,Rule,Confirmed
2006291,10344926,0,0.82,Rule,Open
2006292,10092664,0,0.916,Rule,False Positive
2006293,10061517,0,0.484,ML Model,Open
2006294,10191803,0,0.82,Rule,Confirmed
2006295,10144014,0,0.704,Rule,Closed
2006296,10193385,0,0.057,Rule,Open
2006297,10268215,0,0.223,ML Model,Open
2006298,10254887,0,0.91,Manual,Open
2006299,10297855,0,0.839,ML Model,Open
2006300,10293073,0,0.801,Rule,Closed
2006301,10323314,0,0.186,Rule,False Positive
2006302,10000422,0,0.838,Rule,Closed
2006303,10237202,0,0.666,Rule,False Positive
2006304,10140848,0,0.197,ML Model,Closed
2006305,10159935,0,0.886,ML Model,Confirmed
2006306,10152606,0,0.084,Rule,Closed
2006307,10396428,0,0.555,Manual,Open
2006308,10109900,0,0.15,ML Model,Open
2006309,10394150,0,0.232,Manual,Confirmed
2006310,10267907,0,0.185,Rule,False Positive
2006311,10218822,0,0.459,ML Model,False Positive
2006312,10043904,0,0.423,Manual,Open
2006313,10221908,0,0.443,Manual,False Positive
2006314,10347936,0,0.924,Manual,Confirmed
2006315,10159434,0,0.974,Manual,False Positive
2006316,10272594,0,0.519,ML Model,Confirmed
2006317,10029375,0,0.249,Rule,Closed
2006318,10177992,0,0.622,Rule,Closed
2006319,10183804,0,0.078,ML Model,Closed
2006320,10070947,0,0.356,Manual,Closed
2006321,10341676,0,0.234,Manual,Confirmed
2006322,10215799,0,0.402,Rule,Confirmed
2006323,10324863,0,0.725,ML Model,False Positive
2006324,10230737,0,0.291,Manual,Confirmed
2006325,10001450,0,0.514,Manual,Closed
2006326,10223451,0,0.309,Manual,Closed
2006327,10371546,0,0.04,ML Model,Confirmed
2006328,10019345,0,0.215,Rule,Confirmed
2006329,10338997,0,0.038,ML Model,Open
2006330,10345536,1,0.431,Rule,Open
2006331,10134728,0,0.749,ML Model,Open
2006332,10211448,0,0.54,Rule,Confirmed
2006333,10343089,0,0.914,ML Model,Closed
2006334,10170679,0,0.508,Rule,False Positive
2006335,10108926,0,0.326,ML Model,False Positive
2006336,10063555,0,0.465,ML Model,False Positive
2006337,10371329,0,0.321,Manual,Confirmed
2006338,10229863,1,0.687,Rule,Open
2006339,10367021,0,0.913,Rule,Confirmed
2006340,10024507,0,0.987,Manual,Confirmed
2006341,10065358,0,0.701,Rule,False Positive
2006342,10194270,0,0.688,Manual,Closed
2006343,10150079,0,0.264,Manual,Confirmed
2006344,10223820,0,0.521,Rule,Closed
2006345,10001832,0,0.045,Manual,Open
2006346,10099910,0,0.847,Rule,Open
2006347,10015761,0,0.958,ML Model,Open
2006348,10398653,0,0.878,Manual,Open
2006349,10286569,0,0.801,Manual,Closed
2006350,10151486,0,0.219,Rule,Closed
2006351,10121675,1,0.035,Rule,False Positive
2006352,10043700,0,0.6,Manual,Confirmed
2006353,10349440,0,0.547,ML Model,Confirmed
2006354,10172842,0,0.886,ML Model,Open
2006355,10329201,0,0.257,Manual,False Positive
2006356,10208707,0,0.465,Rule,Open
2006357,10013154,1,0.509,ML Model,Closed
2006358,10012604,0,0.382,Rule,Confirmed
2006359,10241368,0,0.217,Rule,Confirmed
2006360,10154595,0,0.19,ML Model,Closed
2006361,10013638,0,0.063,Manual,Open
2006362,10191429,1,0.244,Rule,Open
2006363,10146766,0,0.703,Manual,Confirmed
2006364,10102034,0,0.279,Rule,Confirmed
2006365,10318046,0,0.822,ML Model,False Positive
2006366,10118009,1,0.68,Manual,Open
2006367,10353076,0,0.893,Manual,Confirmed
2006368,10264300,0,0.232,ML Model,Open
2006369,10218178,0,0.071,ML Model,Closed
2006370,10221301,0,0.17,Rule,False Positive
2006371,10112951,0,0.082,Manual,Closed
2006372,10115436,0,0.613,ML Model,False Positive
2006373,10385789,0,0.298,Manual,False Positive
2006374,10255415,0,0.715,Rule,Confirmed
2006375,10314308,0,0.524,Rule,Open
2006376,10353359,0,0.113,Manual,Confirmed
2006377,10189184,0,0.573,Rule,False Positive
2006378,10075322,0,0.935,ML Model,Confirmed
2006379,10347458,0,0.985,Manual,False Positive
2006380,10010509,0,0.192,Manual,Closed
2006381,10363842,0,0.702,Manual,Confirmed
2006382,10121358,0,0.705,Manual,Open
2006383,10288163,0,0.524,Rule,Closed
2006384,10372226,0,0.174,ML Model,False Positive
2006385,10144085,0,0.791,Manual,Open
2006386,10002146,0,0.892,Manual,False Positive
2006387,10284697,0,0.455,Manual,Closed
2006388,10360741,0,0.723,ML Model,Open
2006389,10045186,0,0.213,Manual,False Positive
2006390,10176398,0,0.571,ML Model,False Positive
2006391,10260011,1,0.858,ML Model,Open
2006392,10375449,1,0.584,Manual,Closed
2006393,10309640,0,0.853,ML Model,False Positive
2006394,10118349,1,0.975,ML Model,Open
2006395,10105085,0,0.176,Rule,Open
2006396,10249882,0,0.112,ML Model,Closed
2006397,10328725,0,0.625,Rule,Open
2006398,10171331,0,0.959,ML Model,False Positive
2006399,10337276,0,0.209,Manual,Open
2006400,10053907,0,0.817,ML Model,Confirmed
2006401,10128847,1,0.645,Manual,Closed
2006402,10139952,0,0.799,Rule,Confirmed
2006403,10066804,0,0.974,Rule,Confirmed
2006404,10303830,0,0.898,ML Model,Confirmed
2006405,10169834,0,0.028,ML Model,Confirmed
2006406,10347094,0,0.437,Manual,Closed
2006407,10138956,0,0.321,Manual,False Positive
2006408,10218165,0,0.183,Rule,Open
2006409,10049670,0,0.25,Rule,Open
2006410,10380643,0,0.179,Manual,False Positive
2006411,10236889,0,0.821,ML Model,False Positive
2006412,10351896,0,0.688,Manual,False Positive
2006413,10105425,0,0.021,Rule,Closed
2006414,10177997,0,0.185,Manual,Open
2006415,10032594,0,0.368,Rule,False Positive
2006416,10388497,0,0.107,Manual,False Positive
2006417,10359611,0,0.311,Rule,Open
2006418,10377548,0,0.116,Manual,Confirmed
2006419,10000544,0,0.706,Manual,Open
2006420,10162377,0,0.739,Manual,Confirmed
2006421,10267746,0,0.027,Rule,Open
2006422,10174491,0,0.09,ML Model,Open
2006423,10090270,1,0.441,ML Model,False Positive
2006424,10248890,0,0.887,Manual,False Positive
2006425,10330809,0,0.705,ML Model,False Positive
2006426,10144965,0,0.572,Manual,Confirmed
2006427,10216402,1,0.191,ML Model,Closed
2006428,10198031,0,0.036,Rule,False Positive
2006429,10385327,0,0.211,ML Model,Closed
2006430,10142709,0,0.271,ML Model,Open
2006431,10205833,0,0.294,ML Model,Confirmed
2006432,10295432,0,0.55,Manual,Confirmed
2006433,10336261,1,0.699,ML Model,Open
2006434,10025993,0,0.078,ML Model,False Positive
2006435,10055142,0,0.851,ML Model,Confirmed
2006436,10170523,0,0.806,Rule,Confirmed
2006437,10047443,0,0.029,Manual,Open
2006438,10290209,0,0.913,Manual,Confirmed
2006439,10287844,1,0.61,Rule,Confirmed
2006440,10197455,0,0.461,Manual,Open
2006441,10087253,0,0.118,ML Model,Confirmed
2006442,10108336,0,0.43,Manual,Closed
2006443,10219990,0,0.563,Manual,False Positive
2006444,10020165,0,0.208,ML Model,Open
2006445,10372796,0,0.635,Manual,Closed
2006446,10321173,0,0.012,ML Model,Closed
2006447,10348970,0,0.139,Manual,Open
2006448,10218103,0,0.369,ML Model,Open
2006449,10202965,0,0.869,Rule,Open
2006450,10147852,0,0.763,Manual,Open
2006451,10226981,0,0.688,Manual,Confirmed
2006452,10005618,0,0.882,Manual,Confirmed
2006453,10141709,0,0.836,ML Model,Confirmed
2006454,10259843,0,0.302,Rule,False Positive
2006455,10389243,0,0.528,ML Model,Open
2006456,10130011,0,0.877,ML Model,Closed
2006457,10076153,0,0.213,ML Model,False Positive
2006458,10338287,1,0.655,Manual,False Positive
2006459,10076283,0,0.638,Rule,Open
2006460,10272256,0,0.657,Manual,Confirmed
2006461,10082095,1,0.947,Manual,Open
2006462,10225948,0,0.761,Rule,Closed
2006463,10292195,0,0.739,Manual,False Positive
2006464,10031893,0,0.273,Rule,False Positive
2006465,10177408,0,0.996,Rule,Open
2006466,10118092,0,0.393,Rule,Confirmed
2006467,10322669,0,0.137,Rule,Open
2006468,10341664,1,0.504,Rule,Closed
2006469,10252340,0,0.326,ML Model,Open
2006470,10166664,0,0.858,Rule,Closed
2006471,10119098,1,0.01,ML Model,Open
2006472,10363321,0,0.379,Rule,Open
2006473,10284418,0,0.59,Manual,Closed
2006474,10135939,0,0.069,Manual,Confirmed
2006475,10353363,0,0.083,Manual,Open
2006476,10001812,0,0.181,Manual,Confirmed
2006477,10030050,1,0.395,Manual,Confirmed
2006478,10118356,0,0.561,ML Model,Closed
2006479,10247528,0,0.565,ML Model,False Positive
2006480,10191443,0,0.989,ML Model,False Positive
2006481,10242089,0,0.295,Manual,Confirmed
2006482,10042176,0,0.503,ML Model,False Positive
2006483,10367678,0,0.874,ML Model,Closed
2006484,10116133,0,0.065,Rule,Open
2006485,10195944,0,0.726,Manual,False Positive
2006486,10343325,0,0.49,ML Model,False Positive
2006487,10298026,0,0.434,ML Model,False Positive
2006488,10383116,0,0.162,Rule,Open
2006489,10240607,0,0.387,Manual,Open
2006490,10289215,0,0.442,Manual,Confirmed
2006491,10249680,0,0.092,Rule,Closed
2006492,10213747,0,0.697,Rule,Open
2006493,10389145,0,0.056,Rule,Closed
2006494,10149287,0,0.204,ML Model,Closed
2006495,10375360,0,0.387,ML Model,False Positive
2006496,10239255,0,0.6,ML Model,Open
2006497,10063297,0,0.647,Manual,False Positive
2006498,10367084,0,0.151,Rule,Open
2006499,10000269,0,0.198,Rule,Open
2006500,10142678,0,0.887,Rule,False Positive
2006501,10117042,0,0.904,ML Model,Open
2006502,10130910,0,0.062,ML Model,Closed
2006503,10246293,0,0.739,Manual,False Positive
2006504,10143645,0,0.438,Manual,Confirmed
2006505,10267525,0,0.73,Rule,Closed
2006506,10203181,0,0.755,Rule,Closed
2006507,10244043,0,0.794,Manual,Confirmed
2006508,10258023,0,0.503,Manual,Confirmed
2006509,10045647,0,0.46,ML Model,Open
2006510,10394900,0,0.12,ML Model,Closed
2006511,10153894,0,0.893,ML Model,Closed
2006512,10306953,0,0.715,Manual,Open
2006513,10373726,0,0.276,Manual,Open
2006514,10227158,0,0.88,ML Model,Open
2006515,10357902,0,0.77,Rule,Confirmed
2006516,10127875,0,0.14,Manual,False Positive
2006517,10076382,0,0.215,Rule,False Positive
2006518,10026377,0,0.073,Manual,Open
2006519,10204721,1,0.216,Manual,Open
2006520,10185713,0,0.552,Rule,Open
2006521,10143256,0,0.924,Manual,Closed
2006522,10268964,0,0.279,ML Model,Confirmed
2006523,10209319,0,0.823,Rule,Confirmed
2006524,10084119,0,0.637,Manual,Confirmed
2006525,10234700,0,0.209,ML Model,Confirmed
2006526,10299046,0,0.431,Manual,Confirmed
2006527,10267321,0,0.917,Rule,Closed
2006528,10103363,0,0.196,Rule,Closed
2006529,10046555,0,0.184,Rule,Closed
2006530,10386293,0,0.808,Manual,Confirmed
2006531,10052514,0,0.682,ML Model,Closed
2006532,10042635,0,0.851,ML Model,Open
2006533,10340437,0,0.554,Manual,False Positive
2006534,10014156,0,0.015,Rule,Open
2006535,10322633,0,0.809,Manual,Confirmed
2006536,10033077,0,0.462,Manual,Confirmed
2006537,10364883,0,0.419,ML Model,Open
2006538,10034709,0,0.233,Manual,Closed
2006539,10398427,0,0.857,Manual,False Positive
2006540,10289377,0,0.677,Manual,Closed
2006541,10136360,0,0.541,ML Model,False Positive
