Account_ID,Customer_ID,Account_Type,Branch,Open_Date,Balance,Status,Year,Month_Number,Month_Name,Quarter
430346,336804,Savings,Bengaluru,2018-01-03 06:51:39,9186.73,Active,2018,1,January,1
430347,335451,Salary,Bengaluru,2022-06-13 19:22:59,9377.3,Active,2022,6,June,2
430348,319132,Savings,Delhi,2020-02-03 03:16:28,5802.21,Active,2020,2,February,1
430349,309150,Premium,Mumbai,2024-08-26 18:29:25,5617.83,Active,2024,8,August,3
430350,334398,Current,Chennai,2024-12-29 22:21:52,20658.42,Active,2024,12,December,4
430351,309246,Savings,Bengaluru,2024-06-01 17:51:39,1064.32,Closed,2024,6,June,2
430352,313190,Savings,Mumbai,2018-12-18 12:00:50,10746.91,Active,2018,12,December,4
430353,305534,Current,Chennai,2019-05-17 03:15:13,4201.78,Active,2019,5,May,2
430354,316949,Current,Chennai,2018-08-20 00:14:25,4114.39,Active,2018,8,August,3
430355,318932,Premium,Bengaluru,2018-07-04 02:05:50,14383.11,Active,2018,7,July,3
430356,333194,Premium,Delhi,2019-09-30 05:21:51,4203.51,Active,2019,9,September,3
430357,300178,Savings,Delhi,2023-07-04 07:56:47,22402.13,Dormant,2023,7,July,3
430358,309090,Premium,Kolkata,2019-03-29 17:35:49,8945.22,Dormant,2019,3,March,1
430359,326645,Savings,Delhi,2023-01-28 03:20:56,10717.27,Active,2023,1,January,1
430360,324817,Savings,Chennai,2020-04-24 12:46:40,47334.03,Active,2020,4,April,2
430361,317420,Savings,Delhi,2020-06-24 21:10:28,68274.92,Active,2020,6,June,2
430362,304995,Premium,Bengaluru,2020-05-13 10:00:23,22859.39,Active,2020,5,May,2
430363,305918,Premium,Delhi,2022-08-13 08:53:11,3822.41,Dormant,2022,8,August,3
430364,333265,Current,Kolkata,2021-05-12 05:02:53,28708.32,Active,2021,5,May,2
430365,326862,Current,Chennai,2020-01-01 21:57:16,3788.35,Active,2020,1,January,1
430366,320865,Savings,Mumbai,2022-07-02 21:26:05,4576.27,Active,2022,7,July,3
430367,329447,Salary,Delhi,2019-12-03 04:16:51,3293.35,Active,2019,12,December,4
430368,335063,Premium,Chennai,2018-01-23 14:11:31,3477.87,Active,2018,1,January,1
430369,318011,Current,Bengaluru,2023-09-10 17:43:42,21988.85,Active,2023,9,September,3
430370,312154,Current,Chennai,2019-08-04 04:00:51,3437.84,Active,2019,8,August,3
430371,339301,Current,Mumbai,2024-02-17 22:27:16,3151.82,Active,2024,2,February,1
430372,321128,Premium,Chennai,2020-03-03 04:45:27,5864.4,Active,2020,3,March,1
430373,336457,Current,Mumbai,2019-01-12 04:52:51,11979.02,Active,2019,1,January,1
430374,338354,Premium,Kolkata,2021-08-14 20:42:31,5419.67,Active,2021,8,August,3
430375,324087,Salary,Chennai,2019-09-13 08:03:04,21592.43,Closed,2019,9,September,3
430376,314739,Savings,Bengaluru,2021-07-24 00:30:01,18465.48,Active,2021,7,July,3
430377,308089,Current,Bengaluru,2024-09-07 17:50:34,7268.05,Active,2024,9,September,3
430378,309533,Current,Kolkata,2023-11-12 14:28:08,1550.39,Active,2023,11,November,4
430379,325053,Current,Delhi,2021-02-20 18:56:54,8683.42,Active,2021,2,February,1
430380,329942,Salary,Kolkata,2018-12-12 13:53:10,14848.22,Active,2018,12,December,4
430381,324970,Current,Kolkata,2024-03-28 05:05:56,12337.2,Active,2024,3,March,1
430382,334138,Savings,Kolkata,2023-04-18 11:26:27,9738.46,Closed,2023,4,April,2
430383,315922,Premium,Kolkata,2021-04-21 10:52:14,7500.13,Dormant,2021,4,April,2
430384,319235,Current,Bengaluru,2020-07-15 06:41:38,20451.85,Active,2020,7,July,3
430385,319780,Savings,Bengaluru,2023-03-30 03:49:11,42681.62,Active,2023,3,March,1
430386,334785,Savings,Kolkata,2022-11-23 03:08:57,3643.3,Closed,2022,11,November,4
430387,323514,Current,Mumbai,2023-08-04 20:46:07,31826.39,Active,2023,8,August,3
430388,307322,Salary,Kolkata,2023-06-20 22:05:43,3414.74,Active,2023,6,June,2
430389,311154,Current,Mumbai,2019-11-07 12:00:12,9426.41,Active,2019,11,November,4
430390,327407,Savings,Chennai,2019-03-27 14:39:30,42106.55,Active,2019,3,March,1
430391,318684,Current,Bengaluru,2024-04-08 21:58:07,5724.96,Closed,2024,4,April,2
430392,311051,Current,Mumbai,2020-05-27 22:06:48,7659.43,Active,2020,5,May,2
430393,320182,Savings,Bengaluru,2020-02-08 18:15:16,36129.88,Active,2020,2,February,1
430394,313210,Premium,Chennai,2019-10-23 12:03:32,14770.12,Active,2019,10,October,4
430395,332051,Salary,Delhi,2019-12-06 19:17:02,5950.33,Active,2019,12,December,4
430396,304231,Savings,Kolkata,2023-01-31 21:46:33,95690.42,Closed,2023,1,January,1
430397,315474,Savings,Mumbai,2018-07-13 16:23:24,6218.1,Active,2018,7,July,3
430398,315237,Premium,Chennai,2018-09-19 02:29:17,2422.1,Active,2018,9,September,3
430399,314439,Salary,Chennai,2021-06-03 01:31:43,18873.93,Active,2021,6,June,2
430400,325417,Premium,Mumbai,2023-05-07 12:28:37,8843.58,Dormant,2023,5,May,2
430401,322827,Salary,Chennai,2019-02-22 07:17:22,19336.06,Active,2019,2,February,1
430402,336187,Current,Bengaluru,2024-08-06 11:49:45,39328.38,Active,2024,8,August,3
430403,307119,Current,Kolkata,2018-06-01 04:31:13,3204.64,Active,2018,6,June,2
430404,331367,Salary,Bengaluru,2021-03-17 13:07:57,2945.73,Active,2021,3,March,1
430405,335314,Salary,Delhi,2020-04-13 20:11:39,14461.11,Active,2020,4,April,2
430406,310590,Current,Delhi,2018-01-03 06:49:39,6659.25,Active,2018,1,January,1
430407,321641,Premium,Delhi,2024-02-14 04:24:37,35326.53,Active,2024,2,February,1
430408,307775,Current,Delhi,2021-01-28 11:45:02,2411.91,Active,2021,1,January,1
430409,314867,Current,Chennai,2019-04-13 14:51:30,4439.92,Active,2019,4,April,2
430410,305113,Current,Bengaluru,2021-07-10 01:21:41,14967.1,Active,2021,7,July,3
430411,336447,Salary,Delhi,2019-09-17 06:39:43,2923.69,Active,2019,9,September,3
430412,306136,Current,Mumbai,2023-07-06 08:08:44,26564.92,Dormant,2023,7,July,3
430413,305790,Savings,Mumbai,2024-04-11 18:02:32,34830.46,Active,2024,4,April,2
430414,302496,Premium,Delhi,2019-09-01 21:18:10,4700.38,Dormant,2019,9,September,3
430415,323030,Salary,Bengaluru,2023-01-03 05:39:49,8240.35,Closed,2023,1,January,1
430416,327542,Savings,Mumbai,2021-10-18 04:53:51,6668.33,Active,2021,10,October,4
430417,315511,Current,Kolkata,2018-11-10 11:54:40,2205.51,Active,2018,11,November,4
430418,324613,Current,Kolkata,2022-08-14 02:32:08,19564.21,Active,2022,8,August,3
430419,310392,Savings,Delhi,2024-12-15 00:23:08,30002.67,Active,2024,12,December,4
430420,336941,Premium,Kolkata,2021-11-28 09:34:35,55234.02,Closed,2021,11,November,4
430421,300701,Salary,Bengaluru,2020-12-03 22:43:41,21543.48,Active,2020,12,December,4
430422,314921,Savings,Mumbai,2023-12-30 19:49:42,13585.24,Active,2023,12,December,4
430423,311747,Salary,Delhi,2022-09-15 14:30:31,4030.55,Active,2022,9,September,3
430424,337200,Premium,Mumbai,2021-05-20 02:11:43,1209.07,Closed,2021,5,May,2
430425,317291,Current,Bengaluru,2019-08-12 10:02:21,8128.6,Active,2019,8,August,3
430426,320529,Savings,Chennai,2021-11-24 21:43:14,10513.05,Active,2021,11,November,4
430427,306403,Salary,Chennai,2024-06-04 08:43:11,6475.94,Active,2024,6,June,2
430428,336865,Salary,Delhi,2024-01-28 11:51:53,1169.71,Active,2024,1,January,1
430429,333253,Current,Bengaluru,2022-04-14 06:01:57,7383.74,Active,2022,4,April,2
430430,301419,Current,Delhi,2020-04-27 16:44:58,21027.14,Active,2020,4,April,2
430431,316682,Premium,Kolkata,2020-05-26 03:14:19,16741.15,Active,2020,5,May,2
430432,313568,Premium,Mumbai,2023-07-01 13:14:44,20778.35,Active,2023,7,July,3
430433,300753,Current,Delhi,2023-08-10 23:56:10,5918.74,Active,2023,8,August,3
430434,314644,Savings,Chennai,2020-02-20 03:15:26,1547.77,Active,2020,2,February,1
430435,311167,Premium,Chennai,2022-08-19 00:48:37,6282.37,Active,2022,8,August,3
430436,339257,Savings,Kolkata,2018-04-22 09:43:26,4063.72,Active,2018,4,April,2
430437,333138,Current,Chennai,2021-12-26 06:58:22,2258.38,Active,2021,12,December,4
430438,301875,Premium,Bengaluru,2020-11-08 06:37:27,3471.9,Active,2020,11,November,4
430439,331822,Salary,Mumbai,2024-05-04 08:48:13,23374.96,Active,2024,5,May,2
430440,330494,Savings,Mumbai,2019-07-18 10:07:25,11456.4,Dormant,2019,7,July,3
430441,336075,Savings,Mumbai,2021-09-07 03:06:26,2252.56,Active,2021,9,September,3
430442,322824,Savings,Mumbai,2021-08-02 23:23:53,42395.51,Active,2021,8,August,3
430443,311994,Premium,Bengaluru,2019-09-01 23:48:05,56855.74,Active,2019,9,September,3
430444,319773,Premium,Bengaluru,2018-04-01 03:36:16,12242.18,Active,2018,4,April,2
430445,322266,Premium,Bengaluru,2024-11-01 17:40:57,21997.33,Active,2024,11,November,4
430446,307907,Premium,Bengaluru,2018-10-29 03:37:18,11345.72,Active,2018,10,October,4
430447,317570,Salary,Kolkata,2023-08-11 15:32:25,31167.16,Dormant,2023,8,August,3
430448,313285,Current,Delhi,2020-06-24 11:10:45,37225.56,Active,2020,6,June,2
430449,333539,Premium,Mumbai,2022-10-25 08:19:58,25325.21,Active,2022,10,October,4
430450,337725,Premium,Bengaluru,2020-06-02 16:48:53,6482.51,Active,2020,6,June,2
430451,301137,Salary,Chennai,2021-03-08 09:18:42,5942.32,Active,2021,3,March,1
430452,327817,Premium,Mumbai,2024-01-08 14:19:01,46296.34,Active,2024,1,January,1
430453,304249,Savings,Kolkata,2018-08-20 06:27:45,13667.09,Active,2018,8,August,3
430454,335415,Premium,Mumbai,2021-06-05 16:32:15,8586.77,Active,2021,6,June,2
430455,339221,Current,Kolkata,2023-11-26 01:10:14,6023.09,Active,2023,11,November,4
430456,319022,Current,Chennai,2019-08-02 07:17:13,23558.0,Dormant,2019,8,August,3
430457,303138,Savings,Chennai,2024-08-21 19:03:02,49880.17,Active,2024,8,August,3
430458,302209,Savings,Mumbai,2022-04-27 02:20:44,3309.35,Active,2022,4,April,2
430459,328497,Current,Kolkata,2018-08-19 04:47:17,4538.45,Active,2018,8,August,3
430460,308702,Savings,Chennai,2023-04-28 21:25:56,26305.38,Dormant,2023,4,April,2
430461,315386,Salary,Kolkata,2018-06-21 18:19:05,32083.9,Active,2018,6,June,2
430462,332022,Salary,Bengaluru,2023-06-10 22:37:11,3304.61,Active,2023,6,June,2
430463,332286,Salary,Kolkata,2023-03-18 04:22:00,7899.9,Active,2023,3,March,1
430464,334559,Savings,Mumbai,2023-01-22 11:54:39,8202.53,Active,2023,1,January,1
430465,338514,Current,Kolkata,2021-02-04 00:52:42,28220.05,Closed,2021,2,February,1
430466,332702,Salary,Mumbai,2021-12-24 06:04:01,10064.73,Active,2021,12,December,4
430467,324472,Premium,Kolkata,2019-07-30 10:38:01,32493.09,Active,2019,7,July,3
430468,323876,Current,Delhi,2020-11-08 03:15:15,3765.79,Active,2020,11,November,4
430469,305209,Premium,Kolkata,2024-02-08 00:56:04,2510.46,Active,2024,2,February,1
430470,333208,Premium,Kolkata,2023-08-07 18:24:44,8386.21,Active,2023,8,August,3
430471,304308,Savings,Delhi,2024-11-14 09:04:15,3935.21,Active,2024,11,November,4
430472,324111,Premium,Bengaluru,2021-08-08 13:51:45,3815.44,Active,2021,8,August,3
430473,315591,Premium,Kolkata,2020-09-14 21:53:07,6161.72,Closed,2020,9,September,3
430474,322631,Savings,Mumbai,2022-06-03 22:41:49,6563.85,Active,2022,6,June,2
430475,323147,Premium,Kolkata,2018-06-18 12:22:58,29788.08,Active,2018,6,June,2
430476,327979,Premium,Mumbai,2021-08-07 15:46:27,22113.25,Active,2021,8,August,3
430477,321183,Premium,Chennai,2019-03-04 22:36:00,1080.12,Active,2019,3,March,1
430478,328812,Current,Mumbai,2023-07-17 19:00:16,5556.93,Active,2023,7,July,3
430479,334684,Savings,Delhi,2023-04-03 18:30:15,9447.93,Active,2023,4,April,2
430480,318079,Current,Delhi,2020-07-31 23:45:02,5708.06,Active,2020,7,July,3
430481,310657,Current,Delhi,2021-06-17 19:38:21,33981.74,Active,2021,6,June,2
430482,321191,Premium,Mumbai,2022-08-16 22:14:30,15125.65,Active,2022,8,August,3
430483,310389,Current,Chennai,2018-11-30 00:11:19,12622.37,Active,2018,11,November,4
430484,309362,Current,Kolkata,2021-08-15 11:04:30,7726.34,Active,2021,8,August,3
430485,306569,Premium,Delhi,2023-04-18 08:01:25,19685.89,Active,2023,4,April,2
430486,303534,Salary,Chennai,2020-07-18 06:44:34,32116.19,Active,2020,7,July,3
430487,334936,Savings,Chennai,2020-08-19 13:05:19,19367.28,Active,2020,8,August,3
430488,318881,Salary,Mumbai,2022-09-25 13:48:42,2238.32,Dormant,2022,9,September,3
430489,339101,Premium,Delhi,2020-11-09 11:26:11,17819.97,Active,2020,11,November,4
430490,302760,Current,Mumbai,2024-04-02 04:46:37,6027.02,Dormant,2024,4,April,2
430491,321352,Premium,Bengaluru,2022-05-22 12:30:29,2350.22,Active,2022,5,May,2
430492,307734,Savings,Delhi,2024-08-23 04:23:26,20592.78,Active,2024,8,August,3
430493,320028,Premium,Delhi,2021-11-23 17:29:19,4850.58,Active,2021,11,November,4
430494,323701,Premium,Delhi,2018-04-18 23:26:03,8862.68,Active,2018,4,April,2
430495,339135,Current,Chennai,2024-10-28 00:20:54,7525.78,Active,2024,10,October,4
430496,314602,Savings,Kolkata,2021-05-17 08:22:49,28906.88,Active,2021,5,May,2
430497,307746,Current,Delhi,2022-06-16 05:15:17,7428.64,Active,2022,6,June,2
430498,312116,Current,Delhi,2018-03-07 22:33:12,2902.27,Active,2018,3,March,1
430499,326649,Savings,Delhi,2019-07-09 06:32:11,14868.07,Active,2019,7,July,3
430500,324703,Premium,Bengaluru,2022-10-17 02:00:10,5123.35,Closed,2022,10,October,4
430501,308131,Savings,Bengaluru,2024-01-31 15:44:08,20762.59,Active,2024,1,January,1
430502,334333,Current,Delhi,2023-07-22 20:06:29,6083.1,Active,2023,7,July,3
430503,339635,Current,Chennai,2021-07-08 01:13:03,1983.27,Closed,2021,7,July,3
430504,324586,Savings,Delhi,2024-03-26 03:59:31,39273.77,Closed,2024,3,March,1
430505,301091,Current,Delhi,2020-03-23 07:44:16,12945.91,Active,2020,3,March,1
430506,312324,Current,Bengaluru,2022-10-24 02:55:11,26000.3,Active,2022,10,October,4
430507,324681,Savings,Delhi,2021-04-01 12:11:56,55144.65,Active,2021,4,April,2
430508,319745,Salary,Kolkata,2024-10-04 18:28:35,14312.66,Active,2024,10,October,4
430509,329549,Salary,Chennai,2024-03-11 20:21:45,14937.89,Active,2024,3,March,1
430510,320955,Premium,Delhi,2024-03-03 22:49:28,5478.52,Active,2024,3,March,1
430511,304880,Premium,Mumbai,2018-04-30 14:43:33,15633.35,Active,2018,4,April,2
430512,334315,Savings,Kolkata,2020-03-04 00:11:13,44974.12,Closed,2020,3,March,1
430513,323503,Savings,Mumbai,2018-04-08 14:12:56,52145.5,Active,2018,4,April,2
430514,308776,Savings,Kolkata,2022-09-16 16:58:12,1393.64,Dormant,2022,9,September,3
430515,317953,Savings,Mumbai,2022-11-29 16:12:30,18964.81,Active,2022,11,November,4
430516,334793,Savings,Chennai,2023-07-13 06:18:03,4889.1,Active,2023,7,July,3
430517,304169,Salary,Mumbai,2023-07-18 05:06:52,2644.86,Active,2023,7,July,3
430518,329053,Salary,Mumbai,2018-07-05 09:59:22,19777.87,Active,2018,7,July,3
430519,311585,Current,Delhi,2023-03-21 08:22:38,6466.64,Active,2023,3,March,1
430520,321458,Salary,Chennai,2018-08-08 04:16:47,3393.74,Active,2018,8,August,3
430521,326181,Salary,Kolkata,2019-02-17 01:05:52,12300.5,Active,2019,2,February,1
430522,315358,Savings,Delhi,2019-03-06 10:46:21,10366.66,Dormant,2019,3,March,1
430523,316754,Savings,Chennai,2024-08-11 10:05:46,10457.5,Active,2024,8,August,3
430524,303460,Savings,Chennai,2020-03-31 11:24:49,10314.73,Active,2020,3,March,1
430525,315841,Salary,Bengaluru,2024-11-26 12:16:04,15260.25,Active,2024,11,November,4
430526,334809,Savings,Chennai,2020-11-29 06:27:14,9403.32,Active,2020,11,November,4
430527,305113,Current,Kolkata,2019-02-16 12:15:59,3510.82,Active,2019,2,February,1
430528,301445,Current,Delhi,2022-08-08 00:22:08,6418.5,Active,2022,8,August,3
430529,321465,Salary,Mumbai,2018-11-22 21:13:09,13535.42,Active,2018,11,November,4
430530,314902,Salary,Delhi,2024-03-26 19:15:00,3959.4,Active,2024,3,March,1
430531,322093,Premium,Mumbai,2023-10-19 11:29:10,5205.2,Active,2023,10,October,4
430532,307926,Current,Chennai,2024-12-15 21:10:30,31686.75,Active,2024,12,December,4
430533,326729,Premium,Delhi,2019-08-28 14:38:56,20824.37,Active,2019,8,August,3
430534,331915,Premium,Delhi,2018-11-17 13:32:01,274.5,Active,2018,11,November,4
430535,324788,Savings,Bengaluru,2024-04-23 15:48:42,28173.97,Active,2024,4,April,2
430536,319821,Current,Kolkata,2020-02-05 02:59:40,9631.58,Active,2020,2,February,1
430537,338021,Current,Chennai,2020-07-09 04:54:52,14972.66,Active,2020,7,July,3
430538,326350,Current,Bengaluru,2023-01-22 07:52:42,8266.54,Active,2023,1,January,1
430539,309533,Premium,Chennai,2019-09-24 07:38:22,24462.52,Active,2019,9,September,3
430540,333344,Savings,Chennai,2020-08-08 21:21:53,5521.59,Active,2020,8,August,3
430541,309384,Savings,Chennai,2021-04-06 11:51:46,3293.24,Active,2021,4,April,2
430542,319004,Savings,Delhi,2024-03-02 22:13:54,35875.78,Active,2024,3,March,1
430543,302748,Savings,Delhi,2019-03-13 06:00:29,21558.54,Active,2019,3,March,1
430544,333102,Salary,Mumbai,2018-11-20 09:02:16,23101.13,Active,2018,11,November,4
430545,334968,Savings,Bengaluru,2024-01-17 01:00:39,3478.07,Active,2024,1,January,1
430546,301442,Salary,Bengaluru,2023-05-23 14:43:42,8119.78,Closed,2023,5,May,2
430547,303315,Savings,Chennai,2023-04-04 15:51:58,4068.17,Active,2023,4,April,2
430548,334653,Salary,Bengaluru,2020-06-21 22:04:06,17379.75,Active,2020,6,June,2
430549,321106,Savings,Mumbai,2021-12-12 21:18:48,10337.98,Active,2021,12,December,4
430550,312078,Savings,Mumbai,2021-09-12 00:54:20,8234.11,Dormant,2021,9,September,3
430551,328981,Savings,Chennai,2023-09-22 03:20:55,12329.49,Active,2023,9,September,3
430552,321944,Premium,Kolkata,2018-01-15 13:20:44,7604.48,Active,2018,1,January,1
430553,322143,Current,Mumbai,2021-03-27 04:42:06,6989.74,Active,2021,3,March,1
430554,323678,Premium,Bengaluru,2021-07-21 14:32:22,2294.9,Active,2021,7,July,3
430555,338835,Current,Kolkata,2022-10-31 07:01:37,8131.36,Active,2022,10,October,4
430556,305772,Salary,Delhi,2021-10-22 06:14:10,315714.93,Active,2021,10,October,4
430557,316101,Savings,Mumbai,2023-04-27 16:47:46,2699.29,Active,2023,4,April,2
430558,325753,Premium,Chennai,2020-04-24 16:23:45,24251.99,Active,2020,4,April,2
430559,339897,Savings,Chennai,2019-01-14 17:58:02,4449.76,Active,2019,1,January,1
430560,309873,Current,Mumbai,2019-07-24 00:04:01,10188.73,Active,2019,7,July,3
430561,302555,Savings,Chennai,2018-03-12 00:23:31,7444.97,Active,2018,3,March,1
430562,317099,Savings,Delhi,2020-05-12 11:06:12,8498.83,Active,2020,5,May,2
430563,313136,Salary,Chennai,2024-07-31 22:38:39,15773.01,Active,2024,7,July,3
430564,324276,Salary,Kolkata,2019-04-18 18:59:30,4884.85,Active,2019,4,April,2
430565,300006,Premium,Chennai,2020-02-23 14:55:18,16999.18,Closed,2020,2,February,1
430566,314055,Savings,Delhi,2024-02-12 01:24:06,36135.59,Active,2024,2,February,1
430567,333786,Salary,Bengaluru,2019-05-08 04:46:18,21475.44,Active,2019,5,May,2
430568,339856,Premium,Chennai,2024-07-14 21:07:26,4870.32,Active,2024,7,July,3
430569,336431,Savings,Kolkata,2023-06-20 19:03:47,32378.46,Active,2023,6,June,2
430570,300087,Premium,Mumbai,2022-08-19 20:18:09,12443.58,Active,2022,8,August,3
430571,312023,Salary,Bengaluru,2018-06-30 11:30:34,2373.95,Active,2018,6,June,2
430572,324482,Salary,Delhi,2021-10-30 10:19:06,12267.47,Active,2021,10,October,4
430573,305726,Premium,Kolkata,2022-09-04 21:09:01,10800.46,Active,2022,9,September,3
430574,310990,Savings,Kolkata,2020-01-04 02:03:57,17253.78,Active,2020,1,January,1
430575,328436,Savings,Mumbai,2021-06-25 21:05:19,10798.84,Active,2021,6,June,2
430576,319284,Current,Delhi,2018-07-20 14:23:20,16016.91,Active,2018,7,July,3
430577,310097,Premium,Delhi,2024-01-17 20:12:29,18479.16,Active,2024,1,January,1
430578,336034,Savings,Kolkata,2021-01-06 10:18:59,62571.82,Active,2021,1,January,1
430579,334966,Current,Mumbai,2021-02-11 19:46:43,6440.73,Active,2021,2,February,1
430580,304801,Current,Bengaluru,2024-09-02 17:30:57,23364.37,Active,2024,9,September,3
430581,301290,Savings,Kolkata,2021-06-09 15:22:40,9665.37,Active,2021,6,June,2
430582,300951,Salary,Bengaluru,2018-11-29 00:04:50,35224.08,Active,2018,11,November,4
430583,336153,Premium,Mumbai,2022-12-16 09:02:20,28317.69,Active,2022,12,December,4
430584,300773,Current,Delhi,2019-08-15 14:30:13,6941.0,Active,2019,8,August,3
430585,307358,Premium,Bengaluru,2022-03-20 14:12:57,1577.21,Active,2022,3,March,1
430586,304378,Current,Chennai,2023-08-06 16:08:30,5008.91,Dormant,2023,8,August,3
430587,335526,Premium,Chennai,2022-04-06 21:05:49,17488.57,Active,2022,4,April,2
430588,323567,Current,Chennai,2023-05-23 04:45:27,3037.17,Dormant,2023,5,May,2
430589,328039,Premium,Bengaluru,2019-10-26 23:53:27,9697.97,Active,2019,10,October,4
430590,315766,Premium,Delhi,2018-04-22 09:55:34,22182.85,Active,2018,4,April,2
430591,300393,Savings,Bengaluru,2022-08-18 05:38:55,31282.54,Active,2022,8,August,3
430592,301511,Salary,Delhi,2019-02-07 08:00:38,11380.76,Active,2019,2,February,1
430593,315804,Premium,Kolkata,2018-09-19 19:04:59,2276.2,Active,2018,9,September,3
430594,306047,Savings,Mumbai,2022-03-16 19:39:01,52453.34,Active,2022,3,March,1
430595,311146,Salary,Delhi,2023-02-13 22:58:39,5231.67,Active,2023,2,February,1
430596,307390,Salary,Bengaluru,2018-04-08 11:34:45,41125.12,Active,2018,4,April,2
430597,323121,Premium,Kolkata,2018-11-17 02:10:17,15373.89,Active,2018,11,November,4
430598,310031,Current,Chennai,2020-08-16 05:57:20,83769.21,Active,2020,8,August,3
430599,336254,Savings,Bengaluru,2024-06-14 15:24:17,11831.99,Active,2024,6,June,2
430600,304215,Premium,Bengaluru,2022-04-03 03:43:14,9785.12,Active,2022,4,April,2
430601,337874,Current,Delhi,2018-08-18 13:19:55,8174.74,Active,2018,8,August,3
430602,314909,Premium,Bengaluru,2023-07-19 01:22:33,18258.81,Active,2023,7,July,3
430603,336838,Savings,Mumbai,2019-08-31 20:06:04,3437.86,Active,2019,8,August,3
430604,339904,Premium,Kolkata,2019-09-30 00:03:30,30674.17,Active,2019,9,September,3
430605,302775,Premium,Mumbai,2019-08-25 21:52:58,8291.46,Active,2019,8,August,3
430606,310481,Premium,Bengaluru,2021-10-24 17:14:48,9995.28,Active,2021,10,October,4
430607,323281,Premium,Delhi,2019-01-28 11:22:01,10209.42,Closed,2019,1,January,1
430608,305766,Current,Mumbai,2024-02-21 11:16:38,8756.82,Active,2024,2,February,1
430609,329610,Current,Bengaluru,2023-06-26 16:35:41,17919.17,Active,2023,6,June,2
430610,323078,Salary,Kolkata,2019-12-30 01:23:35,6931.89,Active,2019,12,December,4
430611,339702,Savings,Kolkata,2019-04-13 00:58:05,10046.81,Active,2019,4,April,2
430612,320646,Current,Mumbai,2023-05-07 10:16:19,1993.87,Active,2023,5,May,2
430613,312489,Savings,Delhi,2023-11-13 03:51:05,4655.39,Active,2023,11,November,4
430614,312201,Premium,Kolkata,2019-12-11 01:39:04,24602.79,Active,2019,12,December,4
430615,333487,Savings,Kolkata,2019-07-24 09:57:35,36590.66,Active,2019,7,July,3
430616,309931,Salary,Mumbai,2021-08-17 04:35:19,3636.76,Active,2021,8,August,3
430617,316649,Current,Kolkata,2019-05-07 00:01:20,18130.24,Active,2019,5,May,2
430618,330705,Savings,Delhi,2023-04-24 15:42:50,6659.79,Active,2023,4,April,2
430619,337383,Current,Kolkata,2020-09-10 22:11:54,5163.94,Active,2020,9,September,3
430620,304481,Premium,Mumbai,2022-03-18 23:19:43,29058.52,Active,2022,3,March,1
430621,336304,Premium,Chennai,2021-08-16 23:54:48,6548.57,Active,2021,8,August,3
430622,334480,Savings,Delhi,2021-01-09 20:32:03,14295.63,Active,2021,1,January,1
430623,310946,Premium,Bengaluru,2024-01-22 10:39:11,3468.43,Active,2024,1,January,1
430624,313942,Savings,Kolkata,2021-12-22 06:47:16,15878.02,Active,2021,12,December,4
430625,323521,Premium,Bengaluru,2021-01-17 04:30:00,2956.18,Active,2021,1,January,1
430626,324206,Savings,Bengaluru,2023-03-06 14:12:53,4805.14,Active,2023,3,March,1
430627,323656,Premium,Delhi,2019-06-06 10:33:17,2571.6,Active,2019,6,June,2
430628,309840,Premium,Mumbai,2021-10-31 15:08:41,33819.57,Active,2021,10,October,4
430629,325912,Premium,Kolkata,2020-02-12 21:04:24,10446.75,Active,2020,2,February,1
430630,314601,Salary,Mumbai,2019-11-29 22:28:07,9231.99,Active,2019,11,November,4
430631,335215,Salary,Delhi,2019-02-14 02:49:58,23769.89,Active,2019,2,February,1
430632,330904,Current,Chennai,2018-04-20 05:24:19,7551.2,Active,2018,4,April,2
430633,300379,Premium,Kolkata,2020-07-03 05:34:52,9277.49,Active,2020,7,July,3
430634,319940,Premium,Kolkata,2019-12-15 19:01:59,28792.71,Dormant,2019,12,December,4
430635,303849,Premium,Chennai,2018-01-14 16:27:36,11489.61,Active,2018,1,January,1
430636,311652,Salary,Chennai,2019-03-11 23:47:13,632.14,Closed,2019,3,March,1
430637,319273,Premium,Kolkata,2019-08-25 07:14:50,4419.24,Active,2019,8,August,3
430638,315512,Premium,Mumbai,2020-08-24 16:35:38,8209.46,Active,2020,8,August,3
430639,323544,Premium,Kolkata,2023-08-25 04:10:31,14759.59,Active,2023,8,August,3
430640,304944,Salary,Bengaluru,2019-01-25 08:21:23,16940.55,Closed,2019,1,January,1
430641,326450,Savings,Mumbai,2023-10-16 16:37:34,6381.23,Active,2023,10,October,4
430642,316190,Savings,Kolkata,2021-04-06 14:12:06,3426.3,Active,2021,4,April,2
430643,329210,Premium,Chennai,2022-03-29 01:18:47,10939.54,Closed,2022,3,March,1
430644,332425,Current,Bengaluru,2021-05-13 15:07:00,83198.72,Active,2021,5,May,2
430645,323176,Savings,Kolkata,2021-01-02 10:46:05,10541.04,Active,2021,1,January,1
430646,332703,Premium,Bengaluru,2022-11-10 16:54:33,3155.17,Active,2022,11,November,4
430647,301894,Current,Bengaluru,2024-09-07 09:06:08,23840.41,Active,2024,9,September,3
430648,309821,Savings,Delhi,2019-06-13 02:55:36,17478.54,Active,2019,6,June,2
430649,338739,Salary,Chennai,2021-09-18 00:29:01,5329.95,Active,2021,9,September,3
430650,303877,Salary,Mumbai,2020-09-25 07:17:04,12735.08,Active,2020,9,September,3
