Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Status,Estimated_Interest
511422,319229,Home,2777026.04,12.04,48,Closed,1337415.740864
511423,304895,Business,4898417.81,14.3,48,Active,2801894.9873200003
511424,318598,Personal,2333476.27,7.3,180,Active,2555156.51565
511425,330496,Auto,2510024.51,20.64,60,Active,2590345.29432
511426,324195,Auto,2600353.6,7.22,24,Active,375491.05984
511427,307860,Home,6861047.44,8.77,120,Active,6017138.604880001
511428,330368,Education,324595.47,11.44,36,Active,111401.165304
511429,303175,Business,1835065.53,19.88,120,Active,3648110.27364
511430,339485,Education,1969901.6,12.73,48,Active,1003073.89472
511431,321288,Auto,7953185.78,13.95,120,Closed,11094694.1631
511432,306161,Business,1659366.66,22.0,180,Rejected,5475909.978
511433,304055,Personal,6130958.37,14.72,24,Defaulted,1804954.144128
511434,306310,Personal,5616995.55,20.2,84,Closed,7942431.707699999
511435,316110,Business,1372779.81,15.17,240,Defaulted,4165013.9435400004
511436,322773,Personal,2399030.94,16.15,240,Active,7748869.9361999985
511437,305870,Home,341261.34,18.95,24,Rejected,129338.04786
511438,322746,Auto,1293815.85,13.07,120,Active,1691017.3159500002
511439,304575,Personal,7114592.64,18.62,240,Closed,26494742.991359998
511440,315295,Auto,6594279.7,17.61,48,Active,4645010.620680001
511441,339120,Auto,3640959.89,21.6,36,Active,2359342.0087200003
511442,317379,Education,7382129.37,8.92,48,Active,2633943.759216
511443,310908,Business,3691010.06,10.0,180,Active,5536515.090000001
511444,308869,Education,4724164.66,19.49,60,Active,4603698.46117
511445,334998,Auto,5292692.35,19.89,240,Defaulted,21054330.168299995
511446,306703,Business,2927872.92,17.05,84,Defaulted,3494416.33002
511447,326036,Personal,7379606.02,19.24,36,Closed,4259508.594744
511448,307287,Personal,7582843.96,19.77,180,Active,22486923.76338
511449,316849,Business,7901692.21,15.64,48,Closed,4943298.646576
511450,308502,Auto,7585061.39,15.72,240,Active,23847433.01016
511451,308443,Education,221080.13,18.68,120,Active,412977.68283999996
511452,339033,Auto,187830.57,8.61,240,Rejected,323444.24154
511453,338727,Personal,1695769.55,9.52,180,Active,2421558.9173999997
511454,312814,Business,6555880.89,12.87,180,Active,12656128.058144998
511455,316501,Education,1189201.62,10.48,24,Closed,249256.65955200003
511456,333832,Business,6942740.31,10.41,48,Defaulted,2890957.0650839997
511457,312469,Personal,7472637.7,13.81,12,Rejected,1031971.2663700001
511458,319621,Personal,96488.86,18.74,84,Rejected,126574.08654799999
511459,316041,Home,154942.45,20.05,12,Closed,31065.961225000003
511460,315556,Business,5506868.92,8.91,180,Closed,7359930.3115799995
511461,333767,Education,2081223.08,20.38,60,Active,2120766.3185199997
511462,311185,Personal,6369395.62,7.38,48,Active,1880245.5870240002
511463,319205,Personal,3228372.42,21.75,48,Active,2808684.0054
511464,315982,Home,3655524.22,11.08,84,Rejected,2835224.585032
511465,304515,Personal,4141261.84,20.13,12,Active,833636.0083919999
511466,307475,Home,1677252.11,18.93,84,Closed,2222526.770961
511467,337254,Personal,4869489.49,11.3,36,Active,1650756.9371100003
511468,309899,Auto,6114141.48,18.86,24,Closed,2306254.166256
511469,310951,Business,5017903.36,13.46,120,Active,6754097.92256
511470,322974,Personal,4347466.13,15.67,120,Closed,6812479.42571
511471,325624,Home,5000582.06,15.07,24,Active,1507175.4328839998
511472,320144,Education,7639547.74,20.43,12,Active,1560759.6032820002
511473,303068,Auto,4848135.2,10.04,12,Rejected,486752.77407999994
511474,318829,Education,7194304.54,13.73,240,Active,19755560.266840003
511475,300900,Auto,7740952.17,10.42,24,Closed,1613214.432228
511476,329317,Auto,4669257.06,18.0,36,Rejected,2521398.8123999997
511477,331473,Home,3450949.13,15.27,120,Active,5269599.32151
511478,324424,Education,4966470.49,20.98,24,Active,2083931.0176040002
511479,303780,Auto,7919707.8,12.26,12,Rejected,970956.17628
511480,301603,Auto,616462.53,20.9,180,Active,1932610.03155
511481,310802,Personal,7354208.14,12.65,60,Rejected,4651536.64855
511482,324281,Personal,3295950.57,14.96,12,Rejected,493074.205272
511483,310528,Home,1733874.34,11.8,12,Active,204597.17212000003
511484,331250,Education,1752965.92,10.13,240,Defaulted,3551508.9539199998
511485,301576,Auto,297150.4,10.08,60,Active,149763.8016
511486,327181,Education,1162526.06,13.56,60,Active,788192.6686800001
511487,338686,Education,6103466.25,17.35,240,Closed,21179027.887500003
511488,314113,Personal,5360407.52,14.27,240,Rejected,15298603.062079998
511489,312685,Business,4300549.72,19.2,120,Active,8257055.4624
511490,302412,Personal,6703143.08,14.05,240,Active,18835832.054800004
511491,306907,Business,6351624.94,9.29,84,Defaulted,4130461.6984820003
511492,317729,Personal,5917422.76,20.08,24,Active,2376436.9804159994
511493,334958,Business,3394005.99,12.25,60,Closed,2078828.6688750002
511494,335218,Business,7434705.12,13.25,180,Active,14776476.426
511495,324366,Business,4092253.28,14.14,120,Active,5786446.13792
511496,313721,Business,4090581.75,9.16,12,Closed,374697.2883
511497,316056,Home,5918630.24,19.22,84,Active,7962925.124895999
511498,316801,Home,1656232.55,8.27,36,Active,410911.295655
511499,321120,Education,4732625.38,14.59,180,Active,10357350.644129999
511500,314692,Personal,7656920.03,21.01,48,Active,6434875.593212
511501,314683,Auto,410514.54,9.72,180,Closed,598530.19932
511502,315247,Education,7286082.7,9.38,120,Active,6834345.572600001
511503,314542,Personal,3756057.82,9.42,180,Active,5307309.69966
511504,323122,Business,4664835.25,15.09,180,Active,10558854.588375
511505,324050,Education,3302304.22,18.0,240,Active,11888295.192
511506,328343,Business,2865330.21,17.09,24,Active,979369.865778
511507,314703,Education,7875752.74,8.53,180,Closed,10077025.63083
511508,308638,Education,7160519.88,17.49,48,Active,5009499.708047999
511509,312300,Business,5892820.25,11.59,60,Defaulted,3414889.334875
511510,314956,Education,6970821.73,9.59,84,Closed,4679512.627349
511511,336804,Personal,2640132.55,9.06,60,Active,1195980.04515
511512,334509,Home,5189387.92,21.45,60,Active,5565618.544199999
511513,304009,Personal,4674538.64,21.45,12,Closed,1002688.5382799999
511514,322809,Education,5365182.18,17.15,84,Active,6440901.20709
511515,306396,Education,3973383.87,13.91,60,Defaulted,2763488.4815849997
511516,315652,Personal,5173637.56,8.19,36,Rejected,1271162.748492
511517,330184,Home,6657449.02,13.28,48,Closed,3536436.9194239997
511518,309850,Business,7152602.53,20.7,48,Defaulted,5922354.89484
511519,329296,Personal,4164770.2,20.84,240,Closed,17358762.1936
511520,337959,Education,4007523.19,9.8,180,Active,5891059.0893
511521,322018,Auto,2944343.51,8.68,120,Closed,2555690.16668
511522,317640,Business,4763770.45,17.76,24,Closed,1692091.2638400001
511523,335968,Personal,7331354.62,18.35,84,Rejected,9417125.009390002
511524,331299,Home,2489729.86,12.89,36,Active,962778.536862
511525,305937,Home,7808054.86,12.44,36,Active,2913966.073752
511526,334062,Business,2416252.61,17.56,60,Closed,2121469.79158
511528,313490,Auto,241416.24,15.35,60,Defaulted,185286.9642
511529,307827,Auto,2336051.39,21.64,240,Active,10110430.41592
511530,326995,Home,291210.81,12.33,240,Rejected,718125.85746
511531,335177,Personal,3101221.9,12.97,36,Rejected,1206685.44129
511532,325640,Business,3509082.81,14.63,48,Active,2053515.2604120001
511533,319126,Education,4615331.83,15.93,120,Closed,7352223.60519
511534,336719,Business,787729.99,11.78,180,Defaulted,1391918.89233
511535,315176,Education,5539403.41,8.79,24,Active,973827.119478
511536,335013,Personal,2476373.49,19.15,240,Active,9484510.466699999
511537,323998,Home,454027.38,10.8,48,Active,196139.82816000003
511538,327784,Business,4834923.27,15.19,180,Active,11016372.670695
511539,305488,Auto,3962946.3,13.62,60,Active,2698766.4302999997
511540,327329,Education,4860728.23,9.6,240,Active,9332598.2016
511541,327262,Auto,1793251.79,8.41,240,Rejected,3016249.51078
511542,305175,Personal,2967645.86,14.02,120,Rejected,4160639.4957199995
511543,328998,Business,1980106.09,17.55,12,Rejected,347508.6187950001
511544,334197,Home,3052504.29,10.05,48,Active,1227106.7245800002
511545,332951,Auto,3725011.14,17.55,36,Rejected,1961218.3652100004
511546,329184,Education,7475628.88,16.55,24,Active,2474433.1592800003
511547,329156,Education,900211.92,10.3,240,Rejected,1854436.5552000003
511548,319347,Education,5635089.01,15.27,240,Closed,17209561.83654
511549,338507,Auto,3941504.71,19.14,36,Active,2263212.004482
511550,313122,Auto,249535.3,20.49,240,Closed,1022595.6593999999
511551,305558,Home,7945737.27,11.31,60,Active,4493314.426185
511552,302438,Business,3092097.98,10.61,36,Closed,984214.787034
511553,303834,Business,560073.5,9.53,60,Active,266875.02275
511554,310644,Business,3612682.85,17.77,240,Active,12839474.8489
511555,322583,Auto,4005291.125,11.68,180,Closed,7017270.051
511556,331768,Auto,5607727.69,9.95,48,Active,2231875.62062
511557,338243,Auto,4072214.25,17.95,180,Active,10964436.868125
511558,333945,Business,4877915.16,12.06,120,Closed,5882765.68296
511559,328434,Auto,2068482.24,16.4,48,Active,1356924.3494399998
511560,317241,Auto,7919918.48,8.41,120,Active,6660651.441680001
511561,312483,Business,7526299.63,19.94,12,Active,1500744.1462220002
511562,301851,Education,4172530.95,14.09,12,Rejected,587909.610855
511563,323526,Auto,4082166.37,19.72,36,Active,2415009.624492
511564,322171,Home,6113444.96,13.11,60,Active,4007363.1712799994
511565,336345,Education,2262833.83,11.23,240,Closed,5082324.782180001
511566,339296,Business,6358148.19,7.78,240,Closed,9893278.583640002
511567,335307,Home,7813851.65,10.29,84,Active,5628317.343495
511568,303949,Auto,3500800.2,19.75,48,Closed,2765632.1580000003
511569,321786,Auto,2185230.88,20.01,240,Closed,8745293.98176
511570,302787,Auto,3052119.93,17.17,240,Active,10480979.839620002
511571,324137,Education,2693890.22,18.37,48,Active,1979470.5336560002
511572,323716,Personal,5584286.2,19.98,12,Defaulted,1115740.3827600002
511573,331902,Business,3014292.46,12.08,60,Active,1820632.6458400001
511574,326105,Auto,4871094.09,20.97,84,Rejected,7150279.014711
511575,313058,Personal,6780527.46,7.89,12,Closed,534983.616594
511576,314534,Business,7059878.64,18.83,120,Active,13293751.479119997
511577,318234,Business,7960144.49,14.61,36,Rejected,3488931.329967
511578,326113,Business,6161962.89,20.96,48,Active,5166189.686976
511579,308514,Auto,427620.09,13.69,120,Closed,585411.90321
511580,327593,Home,2302041.7,17.41,36,Active,1202356.3799100001
511581,302962,Personal,2725868.58,11.31,84,Active,2158070.154786
511582,303292,Auto,3204017.41,17.62,84,Active,3951835.0734940004
511583,326315,Home,3775452.56,8.32,24,Closed,628235.305984
511584,316267,Auto,419833.46,7.52,120,Active,315714.76191999996
511586,321448,Business,3932528.85,12.77,120,Active,5021839.34145
511587,325973,Auto,2499131.42,14.26,240,Rejected,7127522.809839999
511588,333334,Home,5410068.52,14.59,48,Closed,3157315.9882719996
511589,323487,Business,5774672.6,9.62,84,Active,3888664.52884
511590,323737,Business,7993625.04,12.09,12,Active,966429.267336
511591,311845,Business,5264509.55,8.62,48,Active,1815202.8928399999
511592,330057,Business,3095232.61,19.03,240,Active,11780455.313660001
511593,314475,Business,4093099.6,17.78,36,Closed,2183259.32664
511594,320744,Auto,5106130.08,16.53,180,Active,12660649.53336
511595,312421,Home,939713.78,18.22,240,Defaulted,3424317.01432
511596,320152,Auto,4524005.13,13.28,48,Active,2403151.525056
511597,310131,Auto,6020259.16,13.72,240,Rejected,16519591.135040002
511598,335628,Education,1099317.81,17.98,180,Active,2964860.1335700005
511599,319180,Business,131442.66,19.97,12,Closed,26249.099201999998
511600,314823,Business,255809.44,10.69,60,Active,136730.14568
511601,310686,Business,3914475.14,15.79,180,Closed,9271434.369089998
511602,325387,Auto,1317235.88,11.55,60,Active,760703.7207
511603,304009,Education,6599596.88,10.69,60,Closed,3527484.5323599996
511604,312998,Business,2632218.64,21.56,12,Active,567506.338784
511605,316769,Personal,2791184.26,17.72,24,Active,989195.7017439998
511606,319940,Education,6636993.97,17.11,12,Active,1135589.668267
511607,325999,Education,6360750.76,10.45,60,Closed,3323492.2720999997
511608,300020,Education,1208287.3,20.77,240,Defaulted,5019225.4442
511609,333775,Auto,3414049.89,9.13,12,Rejected,311702.754957
511610,338745,Business,5802356.07,8.46,60,Active,2454396.61761
511611,328116,Personal,6783425.86,8.78,84,Active,4169093.5335559994
511612,333344,Education,2864964.21,15.74,24,Active,901890.733308
511613,337219,Personal,7707779.55,20.26,12,Active,1561596.13683
511614,307882,Business,3824027.45,16.6,36,Active,1904365.6701000002
511615,328672,Business,3998944.45,20.82,60,Active,4162901.1724500004
511616,309495,Auto,7115421.92,15.14,84,Active,7540924.150816001
511617,314455,Business,7269977.55,9.9,180,Active,10795916.66175
511618,325658,Personal,5498838.57,19.34,12,Active,1063475.379438
511619,330859,Home,1965791.49,9.3,12,Active,182818.60857
511620,331318,Education,3868715.18,10.79,24,Active,834868.735844
511621,303509,Business,3351255.06,9.45,60,Closed,1583468.0158499999
511622,310501,Education,1567149.52,13.61,36,Closed,639867.149016
511623,318882,Auto,3508724.48,12.15,180,Rejected,6394650.3648
511624,305201,Business,4170844.89,10.6,48,Active,1768438.23336
511625,324219,Home,7964166.61,7.64,24,Closed,1216924.6580079999
511626,306715,Business,3204334.93,20.19,36,Active,1940865.6671010002
511627,305991,Business,4755040.11,8.19,12,Active,389437.78500900004
511628,328530,Home,632179.3,12.71,180,Active,1205249.8354500001
511629,315929,Education,2049394.89,10.0,12,Active,204939.489
511630,326611,Personal,2173534.91,19.96,120,Active,4338375.680360001
511631,322516,Personal,4420939.64,14.81,120,Closed,6547411.60684
511632,317623,Personal,2767778.56,12.02,36,Closed,998060.9487360001
511633,315066,Education,6807800.41,7.59,120,Closed,5167120.511189999
511634,307036,Education,5803959.24,12.73,60,Closed,3694220.05626
511635,308334,Business,6913337.41,17.92,48,Active,4955480.255488001
511636,308057,Home,1787088.96,7.78,84,Active,973248.647616
511637,327661,Auto,5257885.74,15.92,84,Active,5859387.868656
511638,317655,Education,3889868.93,21.37,24,Active,1662529.980682
511639,316474,Home,6352454.7,7.84,12,Active,498032.44848
511640,300652,Personal,6319034.95,11.02,12,Closed,696357.65149
511641,327293,Business,1188493.08,17.41,36,Closed,620749.935684
511642,309322,Education,2989104.44,7.05,60,Active,1053659.3151
511643,332714,Auto,1718405.94,13.99,24,Active,480809.982012
511644,304459,Business,4837985.53,12.16,48,Active,2353196.1617920003
511645,315086,Home,1360411.96,20.27,12,Active,275755.50429199997
511646,306927,Education,7497765.9,13.89,12,Rejected,1041439.68351
511647,336720,Personal,6837910.93,18.19,12,Active,1243815.998167
511648,326230,Education,3900353.39,10.16,48,Active,1585103.617696
511649,307615,Home,3837934.5,19.5,60,Active,3741986.1375
511650,318485,Education,7652612.77,12.33,120,Active,9435671.54541
511651,311227,Business,3857662.34,20.62,120,Closed,7954499.745080001
511652,331547,Auto,5065854.94,20.32,12,Active,1029381.7238080001
511653,336512,Home,4535997.96,14.12,48,Rejected,2561931.647808
511654,319945,Personal,3139788.07,13.81,120,Closed,4336047.32467
511655,304561,Personal,521038.65,21.35,24,Active,222483.50355000002
511656,320997,Education,5457977.74,9.52,48,Closed,2078397.923392
511657,325640,Personal,1813143.28,20.83,180,Defaulted,5665166.178359999
511658,305875,Auto,882878.83,16.75,60,Active,739411.020125
511659,312442,Auto,3486386.17,21.18,48,Active,2953666.3632239997
511660,334189,Education,6449062.22,21.15,120,Active,13639766.595299998
511661,334014,Business,6092553.79,11.92,240,Active,14524648.23536
511662,314576,Auto,4512896.13,8.42,84,Active,2659900.979022
511663,318168,Personal,1166882.41,19.34,180,Active,3385125.8714099997
511664,310923,Home,541063.88,7.19,84,Closed,272317.450804
511665,339762,Business,6108377.5,7.61,36,Rejected,1394542.5832500001
511666,309424,Personal,1479050.31,18.37,60,Active,1358507.709735
511667,333887,Auto,6610491.6,12.75,240,Active,16856753.58
511668,337767,Education,7080788.06,17.7,120,Rejected,12532994.866199998
511669,308394,Auto,2114104.98,12.97,48,Active,1096797.663624
511670,317560,Personal,2160876.62,10.97,120,Active,2370481.6521400004
511671,313716,Personal,3303456.62,17.66,240,Active,11667808.78184
511672,323245,Home,511027.7,12.39,120,Active,633163.3203
511673,310447,Personal,5623681.84,19.62,84,Active,7723564.639056001
511674,323445,Home,1330964.1,17.58,84,Active,1637884.4214599999
511675,338782,Personal,416439.35,14.32,48,Closed,238536.45967999997
511676,315556,Personal,3379199.33,17.89,12,Closed,604538.760137
511677,300852,Business,1895563.79,20.54,84,Active,2725441.617262
511678,325516,Education,3661403.66,20.76,36,Closed,2280322.199448
511679,325773,Business,4659151.76,12.82,36,Closed,1791909.7668960001
511680,308860,Business,3818184.32,11.3,60,Active,2157274.1407999997
511681,339170,Education,7893279.27,15.37,120,Active,12131970.23799
511682,302468,Home,2631794.75,13.33,48,Rejected,1403272.9607
511683,300265,Auto,1963850.14,8.66,180,Active,2551041.33186
511684,316293,Personal,4856351.51,21.07,12,Defaulted,1023233.263157
511685,324866,Home,1164303.82,10.41,120,Active,1212040.2766200001
511686,334756,Education,4359110.4,14.97,36,Active,1957676.4806400002
511687,329135,Personal,2027445.57,20.7,180,Active,6295218.494849999
511688,328498,Auto,6731223.98,9.34,60,Defaulted,3143481.59866
511689,320150,Education,2107183.78,10.69,120,Active,2252579.4608199997
511690,307895,Auto,2336918.57,10.58,60,Active,1236229.92353
511691,300345,Education,649846.13,19.25,180,Active,1876430.700375
511692,327254,Home,4535094.87,8.26,84,Active,2622191.853834
511693,307826,Education,4233875.33,16.16,180,Rejected,10262913.79992
511694,329754,Auto,1888513.92,10.94,36,Active,619810.268544
511695,304503,Personal,1045038.38,8.62,36,Active,270246.925068
511696,301691,Home,2247146.47,17.36,60,Active,1950523.13596
511697,304647,Business,6588193.42,15.03,36,Active,2970616.413078
511698,330104,Business,4108492.66,16.34,12,Active,671327.700644
511699,301482,Business,5066026.06,10.65,24,Active,1079063.55078
511700,321137,Business,1928610.39,20.28,36,Closed,1173366.561276
511701,320165,Business,745100.66,17.53,36,Closed,391848.43709400005
511702,339037,Personal,6137464.11,21.59,240,Active,26501570.02698
511703,312076,Education,6302880.86,18.73,12,Active,1180529.585078
511704,320588,Business,5969216.16,18.52,36,Active,3316496.4984959997
511705,328863,Personal,1706262.88,7.48,12,Closed,127628.463424
511706,306736,Education,1349391.81,20.31,180,Active,4110922.1491649994
511707,326183,Business,908411.81,18.6,12,Active,168964.59666000004
511708,333630,Education,5069631.3,11.83,84,Active,4198161.679529999
511709,319370,Auto,1397256.2,11.03,36,Active,462352.07657999994
511710,329861,Home,747651.88,16.17,240,Active,2417906.17992
511711,306686,Personal,7221943.64,19.32,48,Closed,5581118.044992
511712,339001,Business,7507112.93,14.14,48,Active,4246023.073208
511713,312724,Business,6482151.49,9.98,12,Defaulted,646918.718702
511714,332971,Auto,7724816.2,12.33,180,Active,14287047.561900001
511715,319854,Personal,1955885.43,9.26,12,Active,181114.990818
511716,336297,Auto,3956541.59,10.43,48,Active,1650669.151348
511717,318934,Personal,589539.02,18.68,36,Active,330377.666808
511718,303294,Education,822552.58,16.7,24,Defaulted,274732.56171999994
511719,304352,Education,6141062.85,11.55,84,Active,4965049.314225
511720,307724,Personal,3674664.03,16.52,36,Active,1821163.4932679997
511721,324470,Auto,7391994.34,19.14,36,Active,4244483.150028
511722,321364,Auto,1972010.5,9.67,60,Active,953467.07675
511723,325123,Personal,1060806.4,9.38,48,Active,398014.56128
511724,310622,Home,6150899.95,9.23,36,Closed,1703184.1961550002
511725,331329,Auto,4315643.33,11.17,36,Active,1446172.0798829999
511726,335713,Education,5972208.55,8.55,180,Active,7659357.465375001
511727,312042,Auto,1661174.57,13.06,36,Active,650848.196526
511728,333833,Business,3584352.36,17.28,48,Closed,2477504.351232
511729,311069,Home,2549872.7,17.68,24,Closed,901634.98672
511730,321261,Personal,7189118.0,20.03,36,Active,4319941.0062
511731,338099,Personal,360055.86,12.03,60,Active,216573.59978999998
511732,313640,Business,5890960.48,17.54,60,Active,5166372.340960001
511733,303500,Education,6819110.07,11.16,48,Active,3044050.7352480004
511734,315978,Personal,1807550.09,7.24,60,Active,654333.1325800001
511735,322427,Education,4941730.47,20.91,36,Rejected,3099947.523831
511736,308567,Auto,4479457.48,8.68,36,Active,1166450.7277920002
511737,308054,Education,5254679.53,16.99,60,Active,4463850.260735
511738,301005,Home,6821291.68,19.51,24,Active,2661668.013536
511739,322300,Personal,836573.2,11.64,84,Rejected,681639.8433599999
511740,321516,Business,7323940.82,17.16,240,Active,25135764.89424
511741,300114,Personal,1496990.68,13.88,24,Active,415564.612768
511742,324734,Home,3465243.39,18.21,84,Active,4417145.749233001
511743,330679,Auto,5538222.51,11.25,24,Closed,1246100.06475
511744,335092,Business,4231266.68,11.54,240,Closed,9765763.49744
511745,319019,Business,1065488.8,7.59,240,Defaulted,1617411.9984
511746,314558,Auto,7950628.97,15.06,36,Closed,3592094.1686460003
511747,331212,Education,642876.16,16.73,12,Rejected,107553.18156800001
511748,303198,Business,3993197.37,20.84,180,Closed,12482734.97862
511749,314269,Business,726694.47,15.73,12,Active,114309.04013099999
511750,328781,Business,6206902.29,11.79,48,Active,2927175.119964
511751,339493,Auto,1305573.63,10.04,84,Closed,917557.1471639998
511752,332257,Auto,4737410.89,16.63,36,Closed,2363494.293021
511753,300613,Personal,7595777.73,8.41,120,Active,6388049.070930001
511754,326591,Education,7672425.19,16.58,24,Defaulted,2544176.1930039995
511755,335121,Auto,7144031.04,18.72,36,Active,4012087.832063999
511756,306238,Home,7806817.13,13.11,12,Closed,1023473.7257429999
511757,317584,Business,306307.39,19.09,12,Active,58474.080751
511758,329487,Auto,2279290.11,15.73,12,Closed,358532.33430299995
511759,339204,Education,5113307.66,21.36,48,Closed,4368810.064704
511760,312722,Auto,1107419.87,19.46,24,Active,431007.813404
511761,320050,Business,5328109.7,7.79,12,Active,415059.74563
511762,338595,Education,3922784.51,14.9,180,Rejected,8767423.379849998
511763,320767,Business,3894372.1,14.66,12,Active,570914.94986
511764,338075,Business,3616193.41,17.85,60,Active,3227452.6184250005
511765,335302,Business,2826553.12,8.04,48,Active,909019.4833919998
511766,325963,Education,4009238.38,18.87,36,Closed,2269629.846918
511767,339334,Business,6297261.17,9.77,12,Active,615242.416309
511768,316222,Home,6504478.19,9.84,60,Active,3200203.2694800003
511769,302355,Education,6548839.7,8.85,60,Active,2897861.5672500003
511770,310332,Education,6141883.7,15.61,36,Closed,2876244.1367099998
511771,313203,Personal,5936843.96,16.91,120,Active,10039203.13636
511772,317235,Business,7492567.52,21.91,36,Closed,4924864.630895999
511773,300611,Auto,4404328.39,18.65,24,Closed,1642814.48947
511774,315156,Personal,502008.44,18.46,120,Closed,926707.58024
511775,325349,Auto,5465210.22,21.06,84,Defaulted,8056812.906323999
511776,325325,Education,5739893.26,20.05,12,Closed,1150848.59863
511777,302742,Education,5398373.76,20.68,120,Active,11163836.935679998
511778,327870,Education,433805.26,18.52,12,Closed,80340.734152
511779,308790,Education,1270185.79,21.88,120,Closed,2779166.5085199997
511780,323878,Education,2378449.24,17.19,240,Defaulted,8177108.487120002
511781,307627,Home,3186478.64,11.69,84,Active,2607495.471112
511782,335040,Education,6864071.64,20.22,60,Defaulted,6939576.42804
511783,302133,Education,2111715.81,10.0,60,Closed,1055857.905
511784,333721,Business,4195615.64,14.22,12,Closed,596616.5440079999
511785,334701,Business,1888179.75,18.85,240,Active,7118437.657500001
511786,327981,Home,694413.95,15.94,36,Closed,332068.7508899999
511787,312638,Auto,7269323.39,12.69,180,Closed,13837157.072864998
511788,303065,Home,2747210.04,8.07,84,Active,1551898.9515960002
511789,323074,Auto,2749962.11,16.95,240,Active,9322371.5529
511790,328076,Personal,7350314.23,8.65,84,Active,4450615.266265001
511791,305386,Auto,7615169.28,14.42,84,Active,7686751.871232001
511792,331166,Auto,633784.31,18.03,36,Closed,342813.9332790001
511793,326792,Home,5133168.17,17.6,48,Rejected,3613750.3916800003
511794,322730,Home,2323597.56,14.04,48,Closed,1304932.389696
511795,335366,Auto,5559093.05,20.76,24,Active,2308135.43436
511796,336758,Education,491189.7,19.45,120,Closed,955363.9665000001
511797,327122,Home,5754246.42,9.57,84,Active,3854769.6767580006
511798,301688,Education,4145463.34,11.55,180,Closed,7182015.23655
511799,320997,Auto,5810067.44,15.16,12,Closed,880806.2239040001
511800,307204,Business,1312281.68,16.65,84,Active,1529464.2980399998
511801,339898,Auto,5901829.08,17.71,24,Active,2090427.8601360002
511802,323042,Education,3216637.27,18.43,36,Active,1778478.7465829998
511803,326453,Auto,7821363.18,14.89,60,Active,5823004.88751
511804,326852,Personal,2182845.28,12.37,36,Active,810053.8834079998
511805,309985,Auto,3102956.91,10.88,240,Active,6752034.236160001
511806,338220,Business,3583335.15,17.53,36,Defaulted,1884475.9553850002
511807,325694,Auto,1600992.12,9.29,120,Closed,1487321.6794800002
511808,303640,Education,6185558.72,11.63,60,Active,3596902.39568
511809,306392,Business,7245100.71,9.38,12,Closed,679590.446598
511810,325128,Business,2444778.12,19.3,60,Rejected,2359210.8858000003
511811,319115,Personal,4472498.91,18.75,36,Active,2515780.636875
511812,303376,Personal,4076491.74,21.18,12,Active,863400.950532
511813,318105,Education,5017011.24,21.76,12,Rejected,1091701.6458240002
511814,311332,Business,3396457.02,8.53,48,Closed,1158871.1352239999
511815,307722,Education,105901.92,8.63,24,Active,18278.671392
511816,330209,Business,3419656.0,12.83,48,Closed,1754967.4592
511817,318157,Home,1603794.41,14.02,84,Defaulted,1573963.8339739998
511818,307021,Home,2751626.34,8.27,240,Active,4551189.966359999
511819,302160,Personal,1590373.66,13.12,60,Active,1043285.1209599997
511820,317032,Home,1415329.88,7.46,180,Active,1583754.1357199997
511821,310671,Education,2570424.34,21.47,48,Closed,2207480.423192
511822,317166,Auto,3181854.26,17.88,48,Rejected,2275662.166752
511823,335308,Business,5973210.34,10.23,36,Closed,1833178.253346
511824,325196,Education,4829188.5,17.32,84,Rejected,5854908.137399999
511825,304453,Home,2847309.38,7.79,84,Active,1552637.804914
511826,308203,Business,3257775.45,15.63,12,Active,509190.30283500004
511827,320773,Business,7358382.06,8.98,36,Defaulted,1982348.126964
511828,325890,Auto,4292497.7,9.49,60,Active,2036790.1586499999
511829,300927,Personal,7093652.37,11.52,120,Closed,8171887.530239999
511830,305181,Personal,429017.01,13.83,24,Active,118666.10496600001
511831,326424,Auto,3984791.04,11.86,84,Closed,3308173.521408
511832,313519,Personal,7351513.52,16.07,120,Active,11813882.226640001
511833,335632,Auto,2693011.13,9.43,60,Rejected,1269754.7477949997
511834,322276,Education,5903935.63,16.6,36,Rejected,2940159.94374
511835,305560,Personal,5092676.69,18.94,36,Active,2893658.8952580006
511836,315799,Home,5097922.32,8.7,48,Active,1774076.96736
511837,310509,Personal,6743261.06,21.94,12,Active,1479471.476564
511838,334602,Education,6481119.88,21.77,12,Active,1410939.797876
511839,300856,Business,6592001.8,17.03,12,Closed,1122617.90654
511840,313290,Business,4521825.36,21.1,120,Closed,9541051.5096
511841,319819,Personal,2535796.43,10.43,60,Active,1322417.8382450002
511842,304102,Personal,191303.65,9.91,240,Active,379163.8343
511843,310196,Business,5395238.67,17.26,84,Closed,6518527.361094
511844,328824,Education,3320039.7,14.55,84,Rejected,3381460.434450001
511845,314744,Auto,1581866.85,20.54,48,Closed,1299661.8039600002
511846,332607,Auto,4638509.04,18.34,240,Closed,17014051.15872
511847,339446,Home,6376587.97,11.34,120,Defaulted,7231050.75798
511848,303103,Home,5648909.34,8.35,84,Closed,3301787.5092299995
511849,316001,Auto,3478630.32,10.28,48,Active,1430412.7875839998
511850,301542,Auto,2111615.66,13.77,84,Active,2035386.3346740003
511851,337911,Auto,380162.2,11.6,24,Rejected,88197.6304
