Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Status
515901,305259.0,Home,690656.16,9.19,240,Active
515902,329669.0,Personal,5799928.62,10.36,84,Closed
515903,315032.0,Personal,7545922.92,10.38,12,Rejected
515904,303862.0,Business,5040200.69,19.11,60,Rejected
515905,311824.0,Education,2500901.64,11.46,180,Active
515906,311815.0,Home,2323425.6,10.56,180,Defaulted
515907,320282.0,Home,3778539.3,20.04,84,Rejected
515908,309037.0,Education,3643866.64,21.26,120,Rejected
515909,306319.0,Personal,2058048.47,7.41,84,Closed
515910,329295.0,Auto,3310827.26,15.47,84,Active
515911,302778.0,Personal,70823.4,10.54,120,Active
515912,309336.0,Personal,7050197.83,14.64,60,Active
515913,304150.0,Home,7659447.66,10.47,48,Active
515914,305313.0,Business,7324362.84,16.28,84,Closed
515915,313050.0,Education,1779234.19,9.73,240,Closed
515916,320819.0,Personal,5607852.2,18.86,120,Active
515917,325371.0,Business,5918114.69,15.28,84,Active
515918,337225.0,Business,3025050.96,12.42,48,Active
515919,334734.0,Auto,2033264.21,9.44,12,Active
515920,336376.0,Education,489155.49,14.7,24,Active
515921,303534.0,Business,4506319.58,8.06,36,Active
515922,332658.0,Home,3096754.14,11.23,84,Closed
515923,311423.0,Education,3586884.49,9.68,60,Active
515924,323762.0,Education,4511098.2,13.89,48,Rejected
515925,311484.0,Business,3993938.94,11.36,84,Closed
515926,322819.0,Personal,5938778.13,17.69,60,Closed
515927,313405.0,Education,6031406.66,17.98,240,Active
515928,319425.0,Business,6031706.94,14.51,180,Active
515929,324572.0,Home,552786.23,16.16,240,Defaulted
515930,306803.0,Education,6024649.1,15.35,120,Active
515931,329215.0,Business,6854549.77,15.92,180,Closed
515932,301986.0,Business,1442059.42,9.32,60,Active
515933,322640.0,Auto,2338722.63,15.86,240,Active
515934,335852.0,Personal,6844294.15,21.68,84,Active
515935,325020.0,Business,1860026.8,19.82,180,Active
515936,328944.0,Business,4363074.69,12.58,12,Closed
515937,339458.0,Education,362696.12,18.29,240,Rejected
515938,337855.0,Business,6570135.89,14.85,120,Active
515939,332990.0,Home,226703.72,16.19,240,Defaulted
515940,325452.0,Auto ,3802345.28,18.86,48,Closed
515941,327856.0,Personal,3846874.25,21.03,12,Active
515942,333301.0,Personal,2823320.01,17.24,240,Closed
515943,321154.0,Home,6568766.14,17.4,240,Closed
515944,339379.0,Business,1598349.81,17.56,240,Closed
515945,337234.0,Auto,7233895.69,10.5,240,Defaulted
515946,324529.0,Auto,6335082.21,14.67,120,Active
515947,300634.0,Personal,7153767.93,12.77,24,Active
515948,332476.0,Auto,4293402.04,12.0,24,Active
515949,316018.0,Education,4764074.04,14.32,48,Closed
515950,334818.0,Auto,5661763.5,20.91,120,Active
515951,310957.0,Home,2649709.22,14.22,48,Active
515952,303261.0,Home,484950.98,15.99,84,Rejected
515953,329677.0,Personal,5391408.56,19.53,240,Active
515954,338372.0,Home,6447577.82,9.49,180,Active
515955,304101.0,Education,7236458.61,11.46,12,Closed
515956,314415.0,Education,2203735.52,20.91,24,Active
515957,314033.0,Auto,2811159.41,9.22,120,Rejected
515958,332065.0,Personal,5178342.05,15.97,48,Active
515959,315099.0,Auto,3555489.78,18.74,240,Defaulted
515960,329328.0,Education,5061468.95,10.07,180,Rejected
515961,323829.0,Home,4724202.91,21.08,120,Defaulted
515962,303421.0,Auto,2337356.64,20.81,24,Closed
515963,321094.0,Business,5909653.66,12.22,240,Closed
515964,318508.0,Home,,19.34,84,Active
515965,317525.0,Education,4866597.37,14.82,12,Rejected
515966,313834.0,Business,4049630.35,18.88,24,Active
515967,311602.0,Education,3367882.72,13.19,60,Active
515968,309284.0,Home,7905141.55,16.05,120,Active
515969,314941.0,Personal,5898869.01,11.38,24,Active
515970,326176.0,Auto,5296113.63,12.27,84,Closed
515971,310135.0,Education,557586.72,14.01,84,Active
515972,324293.0,Business,2540293.52,14.64,12,Active
515973,336021.0,Auto,3796035.76,21.3,12,Closed
515974,308571.0,Home,237689.55,13.32,84,Closed
515975,318821.0,Personal,498909.79,10.6,120,Rejected
515976,328598.0,Home,5249252.43,18.49,180,Active
515977,312680.0,Business,2891119.94,18.81,36,Closed
515978,339810.0,Business,2898334.01,10.52,36,Active
515979,305668.0,Business,7129624.82,10.87,36,Active
515980,304939.0,Home,6963423.04,7.52,120,Active
515981,332397.0,Education,1149780.49,21.22,36,Active
515982,331383.0,Business,2553645.29,14.14,24,Closed
515983,330029.0,Auto,3075459.0,7.48,180,Rejected
515984,301874.0,Auto,3153304.45,21.44,120,Rejected
515985,319485.0,Auto,2194070.23,7.47,60,Active
515986,315755.0,Business,5202979.75,9.69,48,Active
515987,329039.0,Education,2137596.59,7.45,180,Rejected
515988,322675.0,Education,5979170.2,10.53,60,Closed
515989,305035.0,Personal,186176.11,9.51,180,Active
515990,314165.0,Personal,1181062.23,10.84,36,Active
515991,328183.0,Personal,6869830.95,14.81,60,Active
515992,319442.0,Home,2476980.72,13.12,240,Rejected
515993,325711.0,Auto,7329082.49,21.69,12,Defaulted
515994,303678.0,Business,6692717.05,7.27,60,Closed
515995,304080.0,Personal,1326396.35,16.16,24,Active 
515996,304970.0,Education,718551.98,15.35,36,Defaulted
515997,323512.0,Personal,4459653.96,21.39,60,Active
515998,304141.0,Home,4303960.16,8.96,60,Closed
515999,325927.0,Personal,7200169.78,13.66,240,Active
516000,334370.0,Education,545432.93,9.97,48,Active
516001,339436.0,Business,5840934.56,8.46,48,Rejected
516002,321445.0,Auto ,6612221.13,10.53,36,Closed 
516003,,Home,4577975.48,15.1,24,Closed
516004,301363.0,Personal,6677848.36,21.58,48,Closed 
516005,325789.0,Education,484517.09,7.4,12,Active
516006,316893.0,Business,3627964.88,11.06,180,Active
516007,320767.0,AUTO,2243010.95,16.98,24,Active
516008,325162.0,Home,1885677.49,16.07,240,Active
516009,309505.0,Personal,5810293.15,12.26,48,Active
516010,329643.0,Personal,4890521.5,12.45,36,Closed
516011,319545.0,Personal,3638710.64,15.35,84,Defaulted
516012,312646.0,Personal,6493676.28,7.17,36,Active
516013,313468.0,Business,3405271.15,11.68,180,Closed
516014,301772.0,Home,65859.91,16.54,180,Closed
516015,314670.0,Personal,2860890.89,17.99,48,Closed
516016,339639.0,,4815874.72,14.83,12,Closed
516017,306296.0,Home,2667567.3,20.24,36,Active
516018,324881.0,Personal,279177.25,7.88,84,Active
516019,311351.0,,4117282.33,21.24,12,Active
516020,302990.0,Home,6403348.69,19.13,240,Active
516021,333211.0,Auto,1010477.74,14.51,240,Closed
516022,304176.0,Personal,4743960.22,16.94,48,Active
516023,323683.0,Home,6820580.71,16.85,48,Active
516024,315624.0,Home,6375204.08,19.58,36,Closed
516025,333000.0,Home,7111979.22,13.44,48,Active
516026,331743.0,Education,2351222.85,12.09,24,Closed
516027,330588.0,Business,7362292.14,9.95,120,Active
516028,326260.0,Home,7849963.17,7.44,180,Active
516029,335117.0,Business,413279.32,13.31,240,Active
516030,315041.0,Auto,404275.8,10.25,180,Rejected
516031,327970.0,Business,2960381.08,12.72,12,Active
516032,307691.0,Personal,4852396.89,14.93,240,Active
516033,326262.0,Home,2059362.89,8.66,120,Defaulted
516034,324105.0,Personal,6964977.72,17.8,48,Rejected
516035,314993.0,Business,5233369.74,10.62,120,Active
516036,336666.0,Home,5766306.8,14.15,12,Active
516037,317881.0,Home,512464.42,13.28,84,Active
516038,300308.0,Home,1981624.26,10.78,84,Rejected
516039,328080.0,Personal ,1367524.18,15.6,12,Closed
516040,328257.0,Personal,2667136.51,15.15,36,Active
516041,304763.0,Business,7349562.06,13.76,60,Closed
516042,318847.0,Home,5834684.85,9.75,36,Closed
516043,324952.0,Personal,7109103.09,18.5,48,Active
516044,334863.0,Auto,5283784.32,7.72,180,Closed
516045,310750.0,Business,4342466.37,17.42,84,Closed
516046,333996.0,Education,4242782.64,13.36,48,Active
516047,317481.0,Business,3319202.71,19.9,120,Active
516048,331429.0,Auto,3895695.63,21.44,24,Active
516049,315990.0,Home,3622821.32,9.09,12,Defaulted
516050,325774.0,Home,4701138.67,9.13,60,Closed
516051,331319.0,Education,7708885.19,10.06,120,Active
516052,337929.0,Home,2152728.13,17.87,120,Closed 
516053,315230.0,Auto,6212023.83,13.03,240,Active
516054,316271.0,Home,1958685.71,14.93,120,Active
516055,325570.0,Home,4659607.0,8.32,48,Active
516056,320122.0,Home,691331.77,19.17,60,Closed
516057,322655.0,Personal,2242241.47,10.99,12,Closed
516058,303772.0,Personal,2303779.27,14.13,120,Closed
516059,338750.0,Education,3438877.41,12.71,24,Rejected
516060,303160.0,Education,1835639.76,20.26,180,Closed
516061,300705.0,Auto,2846127.8,18.51,240,Active
516062,313290.0,Business,2152438.05,15.41,12,Defaulted
516063,320916.0,Auto,4325496.02,16.42,12,Closed
516064,333239.0,Personal,872958.04,10.86,60,Active
516065,322500.0,Personal,3080353.18,11.77,60,Active
516066,318137.0,Business,2484335.86,15.73,12,Closed
516067,327251.0,Personal,5041666.07,15.25,240,Active
516068,332654.0,Education,1124434.08,13.52,36,Active
516069,332726.0,Business,6618472.7,17.66,60,Active
516070,318494.0,Auto,7980325.1,15.19,240,Closed
516071,305347.0,Education,2303810.78,20.65,24,Rejected
516072,306752.0,Education,5801343.54,17.43,120,Active
516073,318270.0,Home,2584994.22,10.46,60,Closed
516074,329357.0,Auto,395165.99,14.69,180,Active
516075,335856.0,Business,3633851.86,10.22,36,Closed
516076,326168.0,Education,133493.63,17.41,36,Active
516077,325681.0,Business,7563757.86,8.43,36,Closed 
516078,306855.0,Education,4511891.14,9.19,84,Rejected
516079,327459.0,Home,4938693.0,10.22,120,Active
516080,306679.0,Business,7909043.97,15.57,120,Closed
516081,338657.0,Education,2461325.82,11.2,24,Defaulted
516082,317392.0,Business,7863985.6,11.75,12,Rejected
516083,330334.0,Personal,7648639.49,19.34,48,Active
516084,325672.0,Business,4284973.12,13.27,60,Active
516085,331436.0,Auto,7464436.81,11.72,180,Active
516086,332056.0,Personal,5731779.28,9.96,120,Active
516087,307100.0,Home,5218831.43,21.5,84,Active
516088,328009.0,Business,1693836.8,21.52,12,Closed
516089,309111.0,Business,5049469.39,8.58,60,Active
516090,325569.0,Education,2116738.48,8.6,240,Closed
516091,332209.0,Auto,2961644.29,8.69,36,Active
516092,319986.0,Home,5748223.19,20.48,24,Closed
516093,329033.0,Home,3262715.91,14.95,36,Active
516094,326177.0,Home,3817710.02,10.13,60,Active
516095,328997.0,Auto,2718639.93,13.17,12,Active
516096,303816.0,Auto,2190762.37,16.42,48,Active
516097,324465.0,Personal,3959238.64,15.7,120,Active
516098,303059.0,EDUCATION,6419176.54,9.38,120,Active
516099,323507.0,Auto,5024467.37,8.0,180,Closed
516100,322383.0,Business,7203916.07,9.33,84,Defaulted
516101,322334.0,Business,2196431.14,19.15,84,Active
516102,301436.0,Personal,5395621.81,7.9,240,Active
516103,305605.0,Auto,4324646.82,15.24,48,Active
516104,327194.0,Home,3176053.59,16.9,48,Closed
516105,312287.0,Auto,6913115.26,12.33,120,Active
516106,303607.0,Personal,412215.07,21.91,180,Defaulted
516107,308697.0,Personal,6083005.61,15.08,180,Active 
516108,328440.0,Business,524103.55,13.32,180,Rejected 
516109,331276.0,Education,3090976.16,17.64,84,Closed
516110,321281.0,Personal,1750557.28,7.19,48,Rejected
516111,325730.0,Education,6158489.9,18.41,24,Active
516112,334498.0,Home,1531186.97,21.07,12,Rejected 
516113,303851.0,Personal,3848438.45,18.94,36,Active
516114,316461.0,Auto,5890898.01,21.82,48,Active
516115,310714.0,Home,5982227.48,10.51,48,Closed
516116,302615.0,Personal,4443889.93,21.43,84,Active
516117,335247.0,Business,6398640.78,18.73,180,Active
516118,313029.0,Auto,7136252.48,20.8,120,Closed
516119,310540.0,Personal,588320.77,19.28,12,Rejected
516120,301778.0,Education,783998.31,10.81,84,Active
516121,302575.0,Home,1419990.57,19.07,24,Rejected
516122,310893.0,Education ,3190736.27,13.71,12,Active
516123,335919.0,Home,1995648.64,11.84,48,Active
516124,336831.0,Home,5802643.57,21.44,12,Active
516125,324747.0,Home,1408414.21,8.34,120,Defaulted
516126,320429.0,Auto,4236972.93,8.86,60,Active
516127,326909.0,Auto,7062993.68,17.28,36,Closed
516128,301182.0,Auto,1940671.69,11.49,240,Closed
516129,311646.0,Auto,1434372.93,20.2,180,Closed
516130,325780.0,Business,219271.62,15.92,84,Rejected
516131,302752.0,Home,1099352.12,12.63,84,Active
516132,338848.0,Home,6477397.94,10.98,12,Active
516133,326543.0,Personal,2473726.88,8.04,120,Closed
516134,317457.0,Home,1768826.08,19.22,24,Active
516135,303929.0,Personal,7940110.09,12.23,60,Active
516136,322296.0,Business,1351363.43,10.8,180,Active
516137,308365.0,Business,2439700.51,9.49,240,Closed
516138,333167.0,Auto,606022.81,18.51,84,Active
516139,326179.0,Auto,2995143.48,16.98,24,Active
516140,315615.0,Auto,2535920.83,7.65,180,Defaulted
516141,309263.0,Personal,5321699.21,7.64,240,Closed
516142,312390.0,Business,6722981.85,15.39,120,Closed
516143,335988.0,Home,5754076.65,14.36,36,Active
516144,314563.0,Education,380397.76,12.22,36,Rejected
516145,324307.0,Home,3957294.88,15.13,180,Active
516146,307734.0,Home,7011721.01,14.89,240,Active
516147,309808.0,Home,4539671.7,19.2,120,Active
516148,326649.0,Education,3829989.82,9.11,24,Active
516149,334459.0,Home,3441417.63,21.38,24,Active
516150,334012.0,Personal,937900.95,9.91,36,Closed
516151,320052.0,Home,4764094.08,20.89,84,Active
516152,323526.0,Business,7300674.97,8.41,36,Active
516153,306773.0,Personal,1051059.0,12.8,120,Active
516154,305326.0,Personal,872970.47,8.75,84,Active
516155,324920.0,Business,2885200.05,11.02,60,Active
516156,309961.0,Personal,3349631.01,10.7,84,Defaulted
516157,327788.0,Home,6730786.17,15.64,12,Defaulted
516158,317620.0,Auto,321748.33,21.66,240,Rejected
516159,308530.0,Personal,3514315.68,19.03,120,Active
516160,303895.0,Education,771657.93,11.9,180,Active
516161,330946.0,Personal,1781095.37,10.69,84,Rejected
516162,335782.0,Education,851396.93,20.35,120,Active
516163,321940.0,Education,224182.02,13.71,12,Closed
516164,337784.0,Education,2239348.66,8.11,180,Active
516165,326809.0,Auto,1690341.75,9.27,36,Active
516166,306062.0,Business,6830686.9,9.78,24,Active
516167,331138.0,Business,145141.26,12.21,84,Closed
516168,308366.0,Home,5855249.33,17.69,36,Active
516169,328295.0,Auto,7057968.78,16.68,48,Active
516170,330999.0,Personal,6101167.29,13.51,48,Active
516171,336447.0,Education,788447.83,16.89,120,Active
516172,332622.0,Personal,3431652.25,7.17,24,Closed
516173,306247.0,Auto,3204422.88,17.21,60,Active
516174,329565.0,Personal,2033580.47,16.41,240,Rejected
516175,308679.0,Home,2256793.16,13.38,36,Active
516176,301971.0,Business,435084.15,11.86,240,Closed
516177,311779.0,Business,1463793.81,14.57,60,Active
516178,320755.0,Business,2241489.19,10.49,120,Active
516179,311202.0,Home,3616908.45,11.09,36,REJECTED
516180,321626.0,Home,5386473.06,21.31,60,Active
516181,312081.0,Education,2099465.24,19.99,60,Rejected
516182,332241.0,Education,2529704.41,9.76,24,Active
516183,339641.0,Home,4778179.48,12.13,180,Closed
516184,317893.0,Business,3197208.54,19.68,36,Active
516185,319053.0,Business,3404970.75,9.15,12,Active
516186,324385.0,Auto,3427075.1,10.26,12,Active
516187,331102.0,Business,4932579.15,16.32,36,Closed
516188,334839.0,Education,5301943.07,21.53,84,Active
516189,338718.0,Personal,1090153.3,15.14,36,Active
516190,304202.0,Home,1590678.76,12.29,24,Closed
516191,317865.0,Personal,5030788.32,10.63,120,Rejected
516192,332536.0,Business,5542136.54,21.83,24,Active
516193,308141.0,Auto,7412696.63,7.12,180,Active
516194,333273.0,Business,426862.78,12.39,48,Active
516195,306755.0,Personal,256864.29,17.75,48,Active
516196,334722.0,Auto,1780398.96,21.64,48,Active
516197,309610.0,Auto,6539782.22,10.02,120,Active
516198,336839.0,Education,7184759.05,13.57,12,Active
516199,333402.0,Home,2617867.05,11.33,48,Active
516200,305866.0,Auto,5308284.26,13.52,60,Defaulted
516201,335320.0,Education,6915794.25,17.98,24,Rejected
516202,332647.0,Personal,1061581.95,18.62,240,Active
516203,306591.0,Personal,1810477.06,9.67,240,Active
516204,311718.0,Business,4864653.92,12.6,48,Active
516205,316029.0,Auto,2965847.55,8.82,180,Closed
516206,335963.0,Business,4998455.04,14.29,12,Defaulted
516207,309202.0,Home,7813575.9,13.07,48,Rejected
516208,321560.0,Personal,1155149.15,14.47,36,Active
516209,328179.0,Business,707949.83,12.15,120,Closed
516210,308539.0,Personal,6690502.53,7.27,60,Active
516211,320272.0,Personal,456876.02,20.34,240,Active
516212,323170.0,Auto,2262102.97,21.59,48,Defaulted
516213,300922.0,Education,3326786.61,7.41,12,Closed
516214,309052.0,Business,3673912.87,14.3,36,Active
516215,315955.0,Home,7123123.55,20.26,84,Active
516216,321839.0,Personal,4733056.27,19.92,24,Active
516217,312807.0,Home,6380675.21,13.65,36,Closed
516218,327653.0,Business,1662025.56,7.42,240,Active
516219,320397.0,Education,5888459.3,15.65,36,Rejected
516220,300436.0,Education,3752342.89,18.26,24,Active
516221,339113.0,Home,142905.38,12.17,240,Active
516222,328604.0,Home,5953044.77,11.34,240,Active
516223,330737.0,Business,3288230.08,13.35,36,Rejected
516224,338785.0,Business,3203127.81,16.56,24,Active
516225,330814.0,Home,6720907.81,20.01,84,CLOSED
516226,304029.0,Auto,1533102.15,16.59,12,Active
516227,303850.0,Personal,1475666.31,11.45,84,Active
516228,313086.0,Business,3433397.97,17.42,24,Active
516229,337835.0,Home,1204028.38,12.39,180,Closed
516230,300315.0,Personal,78295.32,9.61,240,Defaulted
516231,322424.0,Personal,4219021.62,9.95,84,Active
516232,321898.0,Personal,1006100.63,17.58,24,Closed
516233,327029.0,Personal,3944568.81,12.33,12,Active
516234,337681.0,Education,1889378.66,10.74,120,Active
516235,309382.0,Business,5040144.5,19.52,60,Active
516236,301869.0,BUSINESS,5552802.78,13.58,12,Active
516237,332741.0,Business,6695075.14,20.76,60,Active
516238,333021.0,Home,6870393.91,7.25,48,Closed
516239,323761.0,Auto,5130930.37,10.1,120,Rejected
516240,316321.0,Personal,7429786.06,11.77,48,Active
516241,338392.0,Business,7261880.1,15.98,24,Active
516242,317604.0,Home,6243010.51,8.28,84,Rejected
516243,306777.0,Home,56880.72,8.68,60,Active
516244,325700.0,Personal,4342606.0,20.64,12,Active
516245,328346.0,Personal,7923008.37,16.3,36,Defaulted
516246,308595.0,Auto,4586165.61,12.77,48,Defaulted
516247,316849.0,Business,7782081.85,9.06,60,Rejected
516248,324520.0,BUSINESS,3502995.69,19.43,48,Closed
516249,335360.0,Home,1307805.47,17.53,36,Closed
516250,300450.0,Home,2008071.31,8.85,36,Rejected
516251,302069.0,Home,5585614.32,20.04,24,Closed
516252,331071.0,Education,6630614.68,9.63,240,Closed
516253,338212.0,Auto,4583133.33,15.04,36,Active
516254,327257.0,Personal,3048751.54,15.9,84,Active
516255,300078.0,Auto,1302404.63,14.28,84,Active
516256,318024.0,Auto,3453212.91,9.3,60,Active
516257,308877.0,Auto,6657016.54,16.06,120,Active
516258,335669.0,Home,7730365.31,13.98,36,Active
516259,313983.0,Home,89849.05,14.06,48,Closed
516260,310362.0,Home,1675874.0,16.18,36,Closed
516261,336395.0,Education,1459715.5,20.25,24,Active
516262,304013.0,Business,3325170.15,11.73,24,Active
516263,314532.0,Auto,286056.88,13.96,240,Closed
516264,324726.0,Personal,3127653.82,10.51,36,Rejected
516265,338022.0,Home,7324691.6,14.19,24,Closed
516266,338655.0,Home,6541830.35,7.69,84,Active
516267,321834.0,Education,5577044.29,11.22,24,Closed
516268,332685.0,Personal ,2811605.95,19.28,120,Active
516269,305143.0,Personal,7257916.78,8.57,48,Active
516270,303932.0,Education,4877638.0,17.92,180,Active
516271,333320.0,Home,4799347.64,21.8,240,Active
516272,302146.0,Education,1253516.93,13.11,36,Closed
516273,319072.0,Business,4910366.42,16.28,240,Closed
516274,335889.0,Home,7740796.79,10.51,180,Active
516275,307161.0,Auto,293255.54,19.61,180,Active
516276,319300.0,Home,3610115.94,13.39,240,Active
516277,336514.0,Business,6580093.79,10.35,240,Closed
516278,335685.0,Auto,3173145.48,21.4,240,Rejected
516279,328665.0,Personal,7606989.49,12.95,12,Rejected
516280,317466.0,Auto,2839347.43,15.12,24,Active
516281,308407.0,Business,1423091.26,10.09,24,Active
516282,329140.0,Home,6901700.74,9.74,60,Active
516283,306196.0,Personal,5164140.56,10.66,60,Defaulted
516284,306887.0,Home,4470742.63,7.47,180,Rejected
516285,332486.0,Auto,855212.96,16.81,12,Active
516286,325007.0,Personal,136901.84,7.96,240,Active
516287,311670.0,Personal,4218353.96,13.36,12,Active
516288,330437.0,Personal,3010272.12,19.64,60,Closed
516289,321668.0,Home,7514906.12,20.08,180,Closed
516290,311797.0,Education,7827193.14,21.13,180,Rejected
516291,312829.0,Business,6892010.43,15.7,120,Active
516292,311977.0,Education,5634810.14,16.83,24,Active
516293,300167.0,Auto,468623.53,17.74,48,Rejected
516294,320249.0,Auto,7058618.72,20.19,12,Closed
516295,323500.0,Education,881186.48,17.53,48,Closed
516296,336718.0,Business,646641.65,20.1,60,Active
516297,304482.0,Education,2041647.88,7.05,12,Active
516298,315809.0,Auto,4834785.95,14.71,84,Active
516299,313540.0,Business,5870788.68,19.76,180,Active
516300,306370.0,Business,2559251.05,12.67,36,Closed
516301,304738.0,Education,1343042.39,20.39,60,Active
516302,311892.0,Home,392113.91,13.19,120,Closed
516303,319252.0,Personal,6084602.05,9.14,60,Active
516304,316709.0,Education,6793061.79,18.78,180,Active
516305,328593.0,PERSONAL,7157228.57,17.6,36,Active
516306,304821.0,Personal,618676.2,15.33,24,Active
516307,328228.0,Auto,2983014.4,17.39,24,Active
516308,323187.0,Business,4350396.38,7.26,24,Closed
516309,336428.0,Personal,5940782.29,12.28,180,Rejected
516310,312848.0,Home,3680151.32,19.0,48,Active
516311,322868.0,Personal,2698020.18,9.78,84,Active
516312,325908.0,Home,5937179.94,7.58,60,Active
516313,332006.0,Personal,3555358.31,13.57,48,Active
516314,337002.0,Home,6150244.23,9.99,60,Active
516315,332857.0,Business,5050764.62,9.21,240,Active
516316,339363.0,Home,507334.6,18.41,180,Active
516317,327391.0,Business,5945160.14,13.85,84,Active
516318,308808.0,Home,6062556.18,12.46,120,CLOSED
516319,305143.0,Business,6706481.25,10.24,120,Active
516320,304854.0,Business,6017845.51,19.18,24,Rejected
516321,310153.0,Education,4432664.57,11.46,180,Closed
516322,301253.0,Home,5235147.16,15.71,48,Active
516323,328271.0,Auto,65482.15,14.2,24,Closed
516324,336423.0,Home,6190397.42,14.74,12,Active
516325,319630.0,Auto,1873234.04,20.81,120,Rejected
516326,324462.0,Business,977058.54,14.81,36,Closed
516327,310844.0,Business,7869993.14,14.92,84,Rejected
516328,333306.0,Business,6561056.95,8.78,12,Rejected
516329,331419.0,Business,2530297.16,7.78,36,Closed
516330,333562.0,Business,4304005.32,20.44,120,Active
516331,319983.0,Business,583165.53,19.1,60,Active
516332,329585.0,Personal,4415967.71,14.94,12,Rejected
516333,305016.0,Education,1289145.05,11.26,36,ACTIVE
516334,338114.0,Personal,7219177.51,8.23,48,Active
516335,313831.0,Education,1225623.7,12.78,180,Rejected
516336,310929.0,Education,2200518.88,15.67,84,Rejected
516337,337353.0,Personal,2352032.26,12.72,180,Active
516338,330557.0,Business,2421837.88,16.96,12,Active 
516339,309753.0,Business,7418728.74,10.62,240,Active
516340,318411.0,Home,5917158.4,21.03,60,Active
516341,303280.0,Auto,7258500.49,21.58,60,Closed
516342,335313.0,Home,808989.06,13.08,60,Active
516343,322208.0,Personal,6891525.42,13.47,12,Active
516344,319593.0,Personal,6419318.23,16.92,120,Rejected
516345,312083.0,Home,7836651.6,17.36,180,Active
516346,300877.0,Home,2194521.23,16.89,240,Closed
516347,300394.0,Home,4850816.33,21.44,240,Active
516348,336291.0,Auto,5130279.85,17.92,36,Rejected
516349,338874.0,Auto,,14.72,36,Rejected
516350,320696.0,Education,3625249.07,18.57,12,Rejected
516351,321715.0,Business,6715789.21,14.72,24,CLOSED
516352,323220.0,Home,7592495.26,21.84,12,Active
516353,300876.0,Personal,4032576.63,11.94,60,Rejected
516354,309483.0,Education,3003159.02,7.38,84,Active
516355,317521.0,Business,1017561.73,12.69,12,Active
516356,302270.0,Personal,1022616.14,11.84,24,Closed
516357,334010.0,Auto,1203882.99,11.61,48,Closed
516358,307764.0,Auto,5634607.14,19.35,36,Active
516359,318263.0,Home,6569303.03,7.52,60,Active
516360,339090.0,Business,1279032.13,8.11,240,Active
516361,325516.0,Home,2553540.23,13.95,60,Defaulted
516362,334022.0,Home,5408433.06,20.12,60,Defaulted
516363,309729.0,Personal,956082.45,18.37,24,Active
516364,337750.0,Auto,5582473.7,16.42,60,Active
516365,303290.0,Education,1500129.43,7.87,24,Active
516366,333765.0,Personal,138214.81,19.65,84,Active
516367,335205.0,Education,3978324.97,9.86,180,Active
516368,306025.0,Education,1888957.57,21.49,36,Active
516369,322633.0,Business,3836977.45,19.73,120,Active
516370,311924.0,Business,111006.26,17.0,36,Active
516371,326058.0,Home,4432199.33,14.51,60,Rejected
516372,303858.0,Business,3827615.71,20.04,12,Active
516373,337830.0,Personal,4397567.53,8.31,84,Rejected
516374,305221.0,Business,3763393.62,12.23,84,Active
516375,320471.0,Personal,481273.61,17.54,36,Active
516376,331934.0,Business,4836993.59,7.76,48,Active
516377,336077.0,Education,5496088.5,10.63,120,Active
516378,314426.0,Personal,5390078.13,20.04,240,Closed
516379,309435.0,Personal,1258143.01,13.54,12,Active
516380,301733.0,Education,6149118.31,7.3,24,Closed
516381,304906.0,Personal,7146678.92,11.43,48,Active
516382,302992.0,Home,7721560.18,9.01,36,Active
516383,313127.0,Home,7343368.03,7.39,240,Active
516384,305422.0,Business,2837489.63,7.5,36,Active
516385,338221.0,Business,4585074.58,18.42,180,Active
516386,303523.0,Business,5819825.02,9.75,120,Defaulted
516387,302143.0,Business,4142476.5,18.9,60,Active
516388,337421.0,Home,5404411.6,10.31,60,Closed
516389,325388.0,Business,5248965.03,13.29,120,Active
516390,323353.0,Personal,3081706.17,18.26,12,Active
516391,309252.0,Education,4117007.6,7.0,60,Defaulted
516392,306822.0,Home,6506581.23,9.1,60,Rejected
516393,305142.0,Education,7867271.7,18.21,180,Active
516394,301212.0,Auto,938658.43,21.68,120,Active
516395,313594.0,Education,57794.94,17.12,24,Active
516396,333674.0,Personal,2723522.47,15.72,48,Closed
516397,317831.0,Personal,6985988.34,15.45,84,Active
516398,327958.0,Business,7829278.61,9.92,60,Closed
516399,323471.0,Personal,3643343.11,10.65,12,Active
516400,323191.0,Auto,5513887.12,16.13,84,Rejected
516401,305369.0,Education,5705026.58,19.39,240,Active
516402,336734.0,Business,6206213.87,11.16,36,Active
516403,304222.0,Personal,3109684.69,13.25,240,Closed
516404,326118.0,Business,5218461.8,19.44,120,Rejected
516405,331145.0,Home,2178301.09,18.8,24,Active
516406,321992.0,Business,5047042.55,19.2,48,Active
516407,313039.0,Personal,4841303.72,10.52,48,Active
516408,323355.0,Auto,2100094.14,7.03,84,Closed
516409,337049.0,Home,7096360.84,17.93,12,Active
516410,339057.0,Personal,5325417.96,20.17,240,Rejected
516411,310853.0,Auto,456733.62,13.43,48,Active
516412,310731.0,Education,3850420.94,18.84,240,Active
516413,301977.0,Business,1524544.93,16.01,84,Active
516414,306678.0,Personal,3113930.62,18.61,60,Active
516415,309087.0,Business,7721990.3,21.18,180,Active
516416,337458.0,Home,2524874.51,21.02,180,Active
516417,302865.0,Auto,4969073.63,7.2,120,Active
