Complaint_ID,Customer_ID,Complaint_Date,Type,Priority,Resolution_Days,Satisfaction
908547,325169,2025-06-26 11:48:29,Loan,Medium,19,1
908548,312206,2025-09-25 20:10:35,Fraud,High,12,5
908549,320203,2023-04-10 04:54:12,App,Medium,5,2
908550,339499,2023-12-11 04:43:34,Service,Low,17,5
908551,301571,2023-02-01 15:15:48,Loan,Critical,16,2
908552,339116,2024-12-16 13:28:33,Service,Medium,10,2
908553,311779,2023-04-26 06:40:38,Loan,Critical,9,1
908554,314882,2023-01-13 11:07:47,App,Medium,19,4
908555,313567,2023-03-14 13:54:48,Service,Medium,4,4
908556,322006,2023-10-01 12:30:11,Loan,Low,13,1
908557,303471,2024-07-16 04:31:22,Loan,Low,17,1
908558,324373,2024-05-20 18:33:57,Service,Medium,17,3
908559,310535,2024-06-04 07:53:32,Service,Medium,6,4
908560,330018,2025-09-26 04:14:24,Loan,High,9,1
908561,302081,2023-11-19 11:46:17,Card,Low,14,3
908562,313726,2024-08-30 10:52:04,Transaction,Low,5,3
908563,308829,2025-08-20 17:12:53,Card,High,7,4
908564,325424,2023-08-27 06:58:44,Fraud,High,13,4
908565,307951,2025-04-17 03:06:21,Loan,Medium,9,4
908566,308255,2025-11-07 03:46:55,Loan,Low,7,1
908567,327385,2025-09-10 15:59:22,Service,Low,7,5
908568,324737,2024-04-22 00:42:51,Card,Low,6,3
908569,301881,2024-04-10 16:52:14,Transaction,Medium,12,4
908570,304705,2023-07-17 01:40:11,Transaction,Critical,16,3
908571,305460,2024-10-04 19:15:11,Card,Low,6,1
908572,337725,2023-03-28 17:39:23,Card,Low,16,2
908573,334723,2025-12-04 20:39:30,Fraud,Low,8,4
908574,312929,2025-01-06 08:32:38,Card,High,9,2
908575,336494,2023-04-12 20:24:26,Card,Critical,5,2
908576,322359,2025-08-24 10:37:24,Fraud,High,4,3
908577,330603,2025-11-05 03:38:45,Transaction,High,8,2
908578,325646,2025-03-17 16:20:08,Transaction,Low,0,4
908579,330401,2025-07-19 01:47:20,App,Medium,8,2
908580,305966,2024-08-31 04:09:37,Loan,Medium,13,3
908581,327575,2024-11-11 20:07:22,Service,Critical,1,5
908582,304869,2025-09-09 11:38:47,App,High,12,4
908583,304195,2023-08-24 04:16:39,Service,High,8,1
908584,335199,2024-05-19 02:48:21,Loan,High,19,2
908585,307902,2025-10-01 00:50:26,Service,High,5,4
908586,304567,2024-04-22 12:40:13,App,Medium,18,2
908587,314673,2024-12-22 03:40:41,Transaction,Critical,13,4
908588,337164,2023-07-27 22:03:54,Loan,Critical,10,2
908589,326868,2023-06-19 07:19:20,Loan,High,17,2
908590,302322,2023-09-29 05:31:44,Fraud,High,12,4
908591,310113,2025-03-24 14:13:39,App,Low,1,5
908592,339476,2024-03-29 06:35:26,Transaction,Critical,0,3
908593,338223,2023-07-06 12:45:38,Card,Medium,19,1
908594,335428,2023-02-01 03:42:03,Loan,Critical,9,2
908595,312963,2024-02-27 11:31:43,App,Medium,10,5
908596,300635,2024-01-16 07:32:39,App,High,11,1
908597,319890,2023-03-30 22:51:51,Transaction,Low,4,2
908598,314518,2023-04-12 08:21:55,App,Low,1,2
908599,334333,2024-08-02 16:22:49,Service,Low,10,3
908600,316788,2024-07-22 05:01:23,Transaction,Critical,4,2
908601,326697,2025-08-19 14:44:35,App,Critical,9,1
908602,323246,2025-06-27 14:35:43,Service,Low,13,3
908603,329718,2024-11-06 03:20:22,Transaction,High,6,1
908604,323527,2025-07-11 01:34:49,Service,Low,18,4
908605,327014,2023-01-05 06:16:37,Loan,High,4,1
908606,303160,2025-11-28 02:09:12,App,Medium,15,2
908607,329840,2024-05-03 05:18:16,Loan,Low,19,4
908608,313590,2023-03-02 09:32:17,Card,High,10,5
908609,335131,2025-02-11 03:27:00,Transaction,Low,19,2
908610,339806,2024-07-01 22:44:34,Service,Medium,13,2
908611,306423,2024-03-28 21:45:06,App,Low,19,4
908612,333858,2023-04-24 13:38:52,Card,Critical,3,4
908613,322548,2025-06-05 15:26:07,Loan,High,9,3
908614,338403,2024-08-21 06:38:05,Card,Critical,6,1
908615,324810,2025-02-28 10:50:01,Transaction,Low,5,1
908616,320871,2024-07-07 22:38:32,Card,Low,17,3
908617,333979,2023-08-27 22:44:56,Fraud,Low,7,2
908618,328306,2024-05-16 08:46:18,Fraud,Medium,12,1
908619,309709,2025-11-07 14:47:58,Card,Low,10,2
908620,311543,2024-03-19 13:00:12,Transaction,Critical,3,3
908621,331268,2024-11-03 14:36:50,Loan,Medium,17,3
908622,327175,2025-06-08 23:10:10,Loan,High,4,4
908623,315583,2023-11-09 15:32:46,Loan,Low,12,4
908624,302295,2023-02-26 16:45:52,Fraud,Critical,7,2
908625,311281,2023-09-26 20:37:19,Fraud,High,7,4
908626,307118,2023-12-28 00:11:59,App,Low,13,2
908627,307302,2024-03-26 05:06:36,Loan,Low,6,4
908628,325959,2023-05-27 07:14:24,Card,Critical,14,1
908629,319196,2023-03-13 11:28:12,App,High,15,5
908630,324331,2023-11-18 15:20:11,Fraud,Critical,17,2
908631,311129,2023-12-27 17:14:21,Loan,Medium,18,2
908632,324355,2023-08-16 08:03:42,App,High,9,2
908633,310744,2023-06-01 08:06:40,Fraud,Medium,6,2
908634,324554,2025-02-20 03:53:21,Fraud,High,0,2
908635,303540,2024-02-28 01:43:34,Card,Medium,18,4
908636,324979,2024-03-16 12:52:56,Card,Low,7,4
908637,307613,2024-11-01 10:14:38,App,Medium,3,1
908638,328919,2025-06-26 03:52:18,Transaction,High,12,3
908639,319602,2025-02-28 02:34:39,Fraud,Low,18,3
908640,328398,2025-09-17 19:08:33,Fraud,Low,14,4
908641,302955,2024-09-08 12:56:58,Service,Low,8,4
908642,309505,2024-03-20 07:18:50,App,High,18,2
908643,334070,2024-04-19 06:29:49,Card,Critical,1,1
908644,322400,2025-12-07 04:42:17,Fraud,Critical,2,5
908645,316952,2023-02-16 13:20:42,Card,High,18,4
908646,329379,2024-04-11 23:09:19,Fraud,Critical,4,4
908647,303742,2025-06-29 19:50:05,Card,Medium,10,4
908648,338880,2025-04-11 20:21:06,App,Medium,7,3
908649,333935,2024-10-30 06:05:47,App,Medium,8,2
908650,303555,2025-04-11 03:00:27,Fraud,High,17,2
908651,306019,2024-08-28 15:15:53,Transaction,Low,2,5
908652,321317,2023-05-26 18:54:38,App,Low,0,5
908653,309679,2025-08-09 18:24:32,Fraud,Low,7,2
908654,328224,2025-09-11 15:02:19,Card,High,13,1
908655,325883,2023-07-22 13:58:53,Card,Critical,19,4
908656,337246,2023-03-20 09:04:59,App,Low,18,4
908657,323067,2025-09-01 16:09:13,Card,Low,7,5
908658,323328,2024-04-01 03:53:07,Transaction,High,4,1
908659,314985,2023-05-16 00:50:15,Card,Critical,15,5
908660,323706,2025-08-07 03:49:11,Fraud,Low,6,1
908661,338787,2025-12-01 12:19:00,Transaction,Low,1,5
908662,331093,2023-12-01 07:33:05,Transaction,Critical,11,1
908663,335093,2025-02-16 12:18:18,Loan,Medium,16,5
908664,336191,2023-02-07 18:38:12,Service,Critical,6,5
908665,325172,2025-07-15 16:48:47,Service,Critical,19,3
908666,327035,2023-11-30 06:29:52,App,Medium,8,4
908667,307201,2024-11-24 23:04:22,Card,High,7,4
908668,321153,2023-05-14 12:36:47,Service,Medium,0,2
908669,316367,2023-06-29 10:52:28,Card,Low,18,4
908670,308454,2025-11-10 21:07:52,Transaction,Medium,15,1
908671,327611,2025-03-17 01:10:13,Card,High,2,4
908672,304866,2024-02-17 10:48:02,App,Low,19,3
908673,334664,2025-05-10 05:12:41,App,Medium,7,5
908674,339443,2023-08-25 22:26:01,Service,Critical,5,1
908675,326843,2025-12-15 13:47:59,Card,Medium,18,2
908676,308640,2024-07-12 09:09:13,Loan,High,10,3
908677,311180,2025-10-05 10:03:25,Service,Critical,16,3
908678,334492,2024-08-19 04:32:57,Transaction,High,18,1
908679,337875,2025-01-24 20:40:36,Service,Medium,9,5
908680,305323,2023-07-28 22:38:15,App,Medium,14,4
908681,336880,2024-03-31 01:25:05,Service,Critical,11,4
908682,313111,2023-02-11 21:16:47,Transaction,Medium,7,2
908683,303237,2023-04-16 16:26:39,Card,Critical,8,1
908684,329368,2023-11-22 14:49:27,Card,Critical,19,2
908685,311887,2024-06-12 11:11:58,Loan,High,17,2
908686,302014,2023-05-05 23:03:48,Card,Low,6,1
908687,324888,2025-06-30 10:56:29,Transaction,High,0,5
908688,316129,2023-10-19 18:52:30,Loan,Medium,13,5
908689,331392,2025-12-28 18:36:41,App,Medium,2,1
908690,335756,2023-01-08 21:59:21,Loan,Low,15,1
908691,326725,2025-08-10 06:56:22,Transaction,High,13,4
908692,302789,2024-01-11 23:46:34,Card,Critical,7,2
908693,323432,2024-01-23 00:07:06,Loan,Critical,1,5
908694,309160,2023-10-08 11:36:43,App,Medium,3,1
908695,308393,2025-11-14 12:04:53,Service,Medium,18,4
908696,301774,2023-03-21 10:23:31,Service,Critical,13,4
908697,313031,2025-08-18 02:35:50,Transaction,High,9,3
908698,318161,2023-04-08 08:05:45,Service,High,11,4
908699,302097,2024-08-22 04:31:00,App,High,6,1
908700,323609,2025-03-03 09:08:35,App,Critical,12,4
908701,302236,2025-03-19 20:24:45,Loan,Low,19,4
908702,303531,2024-06-11 14:33:48,Fraud,Critical,11,3
908703,317694,2023-01-08 10:23:03,Card,Low,18,1
908704,316099,2024-08-16 00:22:09,App,High,9,4
908705,302547,2025-03-27 08:34:09,Service,Critical,5,5
908706,321863,2025-01-24 08:20:40,Service,High,8,3
908707,314247,2023-06-23 04:43:22,Service,Low,8,5
908708,337242,2025-01-28 13:36:51,Loan,Low,9,2
908709,316167,2023-03-17 02:22:31,App,Medium,3,2
908710,327004,2023-09-28 14:19:50,Fraud,Low,1,1
908711,306010,2024-12-08 21:44:10,App,Medium,19,3
908712,308523,2024-10-27 22:52:07,Transaction,Low,3,1
908713,303657,2025-10-20 11:53:21,App,High,12,1
908714,327457,2025-12-17 13:52:30,Transaction,Critical,10,1
908715,316403,2023-01-07 01:11:57,Loan,High,7,5
908716,308895,2025-04-02 14:03:05,Card,Low,6,5
908717,317522,2025-05-26 08:18:39,Transaction,High,4,4
908718,309613,2025-12-05 00:34:29,Loan,Low,3,5
908719,304383,2023-04-02 23:48:48,Card,High,13,5
908720,304826,2025-11-09 08:09:56,Service,High,3,1
908721,336560,2025-01-03 01:01:41,App,Medium,5,1
908722,300035,2023-10-21 06:52:06,App,Low,9,2
908723,329779,2024-12-01 23:38:35,Loan,High,7,5
908724,310779,2024-03-06 23:51:55,Transaction,Medium,5,5
908725,329322,2023-11-02 17:10:08,Fraud,Medium,0,5
908726,301168,2025-02-03 16:41:24,Service,High,8,3
908727,329746,2024-06-05 09:35:31,Service,High,18,2
908728,321801,2025-07-12 05:08:51,Service,Medium,9,4
908729,319011,2024-02-23 14:48:00,Transaction,High,9,4
908730,338923,2023-07-08 07:06:59,Service,High,19,2
908731,331494,2025-03-09 20:37:33,Service,Low,5,3
908732,322928,2025-05-02 14:09:33,Transaction,Medium,6,3
908733,325102,2024-04-04 00:01:21,Card,Medium,2,5
908734,304851,2025-10-16 11:12:23,Card,High,2,4
908735,306297,2024-06-07 09:08:31,Fraud,Medium,10,3
908736,309741,2023-11-24 00:24:29,Transaction,Low,5,1
908737,323156,2023-06-01 06:28:33,Fraud,Critical,9,5
908738,313734,2024-08-03 18:23:03,App,Low,2,4
908739,320533,2024-11-11 14:12:09,App,Critical,1,2
908740,315690,2023-03-21 01:32:27,Transaction,Medium,9,4
908741,301953,2024-03-08 10:03:14,Card,High,5,4
908742,328331,2023-09-29 22:37:33,App,Critical,19,1
908743,332516,2024-09-30 15:02:25,Service,Medium,16,4
908744,331429,2024-09-25 08:32:18,Loan,Medium,3,4
908745,338622,2023-09-07 17:24:45,App,High,18,3
908746,319098,2024-03-05 22:37:21,App,Critical,10,1
908747,305871,2023-07-08 16:07:14,App,Low,19,4
908748,307396,2024-11-12 08:06:37,App,Low,0,2
908749,325424,2025-10-20 22:27:18,Fraud,High,0,2
908750,305077,2024-12-04 12:22:43,Service,High,6,4
908751,313352,2023-02-12 21:47:31,Fraud,High,15,1
908752,324596,2024-12-24 00:09:59,Service,Low,1,2
908753,320915,2024-06-25 05:43:19,Card,Medium,14,3
908754,331796,2025-09-08 09:45:40,Transaction,Critical,16,4
908755,339799,2025-09-16 16:44:59,Transaction,Critical,12,1
908756,334290,2023-05-08 07:29:02,Service,Critical,6,2
908757,335612,2024-12-01 09:50:53,Service,Critical,12,1
908758,313735,2025-03-25 15:10:35,Service,Low,1,3
908759,331050,2023-02-15 21:44:54,Transaction,Low,4,5
908760,300818,2023-10-28 18:27:25,Service,Medium,13,5
908761,324007,2025-03-11 14:17:57,App,Medium,12,1
908762,322414,2024-06-15 09:05:30,Card,Critical,1,1
908763,319359,2025-01-28 08:35:29,App,Medium,19,3
908764,322221,2025-06-06 10:10:44,Card,Medium,6,2
908765,336281,2023-05-23 23:25:39,Card,Critical,13,3
908766,339631,2024-08-04 15:12:12,Card,Low,15,4
908767,330172,2024-02-19 18:28:18,Card,Medium,18,2
908768,315735,2024-12-13 10:35:39,App,Medium,7,4
908769,301903,2025-06-27 14:10:59,Card,Critical,1,3
908770,336417,2024-01-27 22:13:46,App,Low,11,4
908771,315119,2024-11-24 17:13:55,Service,High,19,5
908772,303911,2024-06-08 20:14:15,App,Critical,5,5
908773,333882,2025-07-15 13:09:13,Transaction,Critical,7,1
908774,305439,2023-10-14 17:57:53,Service,Low,6,4
908775,311285,2023-05-14 21:10:03,Card,Medium,2,4
908776,311423,2024-08-21 05:01:37,App,High,4,5
908777,336507,2025-05-20 17:11:16,Loan,High,7,3
908778,300907,2023-04-29 16:38:09,Transaction,High,7,3
908779,338653,2024-03-07 04:03:05,Fraud,Low,16,3
908780,333517,2025-03-02 01:37:11,Card,Medium,11,5
908781,337838,2025-05-20 18:02:17,Service,Medium,7,1
908782,300786,2023-12-09 21:58:50,Loan,Medium,19,3
908783,324633,2025-06-29 08:16:08,Service,Critical,6,1
908784,328867,2025-09-04 21:43:54,Loan,High,4,1
908785,319906,2024-04-10 17:57:35,App,Medium,6,2
908786,336356,2025-12-27 14:56:34,Service,Critical,12,2
908787,303269,2024-04-24 17:14:28,Transaction,Critical,15,1
908788,326871,2023-04-03 05:58:06,Service,Medium,9,5
908789,313073,2024-02-26 17:54:00,Fraud,Low,9,4
908790,314005,2024-08-25 19:01:09,App,Medium,9,5
908791,333622,2023-08-25 04:44:25,Fraud,High,18,5
908792,330601,2025-12-06 22:45:15,Fraud,Medium,15,2
908793,313760,2024-09-18 10:58:56,Transaction,Medium,19,2
908794,314966,2023-06-22 07:23:33,Transaction,Medium,7,3
908795,301611,2024-10-07 00:44:46,Service,High,0,5
908796,325692,2023-09-17 17:23:11,Transaction,Medium,11,2
908797,303342,2025-05-05 19:55:36,Card,Low,5,4
908798,331391,2023-09-22 02:12:14,Fraud,Low,4,2
908799,332415,2025-02-10 04:20:44,Card,Critical,8,3
908800,307687,2023-06-03 08:47:58,Fraud,Critical,10,1
908801,317076,2024-05-31 00:55:28,Transaction,High,15,4
908802,325324,2025-01-19 05:19:48,Service,High,3,3
908803,300525,2024-11-26 15:35:28,Transaction,Low,10,2
908804,303783,2023-10-16 15:51:55,Card,Critical,8,1
908805,332069,2025-09-08 05:58:34,Loan,Low,4,2
908806,312113,2023-03-14 19:07:29,Card,Critical,3,3
908807,312944,2023-04-14 10:52:14,Transaction,Critical,3,1
908808,324876,2023-02-12 15:04:51,Transaction,High,18,5
908809,316321,2023-10-22 12:57:42,Transaction,Medium,14,1
908810,304974,2025-11-21 04:20:14,Service,Low,4,1
908811,322772,2023-08-23 13:50:15,Loan,High,8,1
908812,314534,2023-04-30 06:44:57,Fraud,High,7,2
908813,337586,2023-01-05 13:43:17,Loan,Low,3,2
908814,318795,2025-10-20 11:31:37,Service,Low,17,3
908815,305211,2024-07-07 03:14:32,Fraud,Critical,6,4
908816,300431,2025-04-13 04:54:43,Card,Low,0,2
908817,313094,2024-05-11 00:49:35,Fraud,High,5,2
908818,308102,2025-11-15 21:07:15,Card,High,6,3
908819,327320,2025-12-20 07:08:05,Fraud,Critical,13,4
908820,304709,2023-05-23 14:40:35,Loan,Critical,1,2
908821,307760,2025-05-31 18:12:43,Fraud,High,15,2
908822,336590,2024-05-28 07:11:41,Card,Critical,13,2
908823,314885,2025-09-14 11:42:57,Card,Critical,17,3
908824,326470,2025-05-06 12:51:38,Loan,High,3,1
908825,305818,2023-05-10 15:31:03,Service,High,10,1
908826,303923,2024-07-07 16:48:45,Fraud,High,10,5
908827,327009,2024-10-07 16:01:24,Transaction,High,1,3
908828,326527,2023-12-16 08:38:19,Loan,Critical,2,2
908829,311209,2025-05-16 08:22:29,Card,Critical,9,4
908830,332894,2024-11-29 15:04:02,Service,High,9,3
908831,336677,2023-07-01 02:54:44,Transaction,High,13,4
908832,327294,2025-01-20 23:59:20,Loan,High,9,1
908833,307872,2024-09-06 12:11:37,Transaction,High,17,4
908834,306891,2023-02-12 16:38:52,Transaction,Medium,3,3
908835,314531,2024-03-11 21:43:04,Card,Low,10,2
908836,310945,2025-07-11 00:49:47,Fraud,Medium,14,3
908837,323115,2024-04-04 21:04:15,Service,Medium,12,3
908838,335926,2024-04-30 12:46:08,App,Low,8,1
908839,318973,2025-05-30 15:55:58,Loan,Critical,12,5
908840,336742,2023-08-08 08:50:25,Card,Medium,11,3
908841,301625,2025-02-15 10:37:18,Loan,Low,6,2
908842,336532,2023-11-19 08:59:46,Transaction,Critical,19,1
908843,323413,2024-08-01 20:00:19,Fraud,Medium,6,2
908844,328535,2023-10-08 17:09:08,Transaction,Low,15,3
908845,335968,2025-06-25 15:24:34,App,Critical,14,4
908846,316382,2024-06-17 06:30:10,App,Low,16,1
908847,318045,2024-09-30 04:30:09,Card,High,12,5
908848,328269,2025-06-02 22:42:12,Loan,Critical,19,2
908849,321515,2023-03-14 23:50:20,App,Critical,6,1
908850,317511,2023-02-14 09:36:56,Card,Medium,2,5
908851,301019,2024-03-14 02:00:28,Service,Critical,14,3
908852,300630,2025-06-27 05:29:22,Card,High,7,1
908853,306681,2025-06-07 23:45:16,Service,Low,12,4
908854,320004,2025-05-12 01:18:29,Fraud,Critical,18,5
908855,318401,2024-06-07 09:21:34,Card,Low,13,4
908856,313288,2024-02-23 06:45:36,Service,Low,8,1
908857,323621,2025-12-26 02:40:59,Card,Medium,10,2
908858,306793,2023-05-31 16:00:19,Fraud,High,11,2
908859,311083,2023-11-02 15:28:11,Fraud,Low,15,4
908860,334681,2024-01-25 06:15:47,Transaction,High,1,1
908861,323640,2023-12-29 20:25:13,Transaction,Critical,2,1
908862,333721,2024-02-25 16:12:39,Service,Low,3,4
908863,333158,2024-03-05 07:44:09,Fraud,Medium,18,3
908864,325953,2025-02-10 06:36:49,Loan,Low,1,2
908865,339530,2025-05-18 18:29:13,Service,Critical,4,4
908866,338697,2025-01-03 09:26:33,Service,Critical,10,1
908867,312559,2024-02-13 14:39:57,Fraud,Critical,14,1
908868,322259,2025-02-12 16:27:45,Transaction,Low,6,5
908869,332584,2025-06-23 01:19:55,Fraud,Medium,4,2
908870,338778,2024-12-15 06:37:14,App,Medium,10,1
908871,333110,2025-03-06 22:04:30,Card,Low,7,4
908872,339725,2023-03-07 15:22:09,Service,Low,7,3
908873,308473,2023-03-06 05:04:58,Service,Critical,18,2
908874,319839,2025-09-30 10:16:13,Transaction,Critical,16,1
908875,302598,2024-09-27 16:58:58,App,High,6,4
908876,330352,2023-12-31 18:41:38,Card,Low,13,5
908877,316703,2023-10-03 11:13:36,App,Low,12,3
908878,303839,2025-11-06 10:52:56,Fraud,High,14,4
908879,318555,2023-05-23 15:02:26,Fraud,Low,11,5
908880,339211,2025-01-26 11:13:48,Card,High,18,1
908881,327348,2025-09-13 18:04:32,Transaction,High,0,4
908882,323426,2025-08-19 01:38:48,Loan,Critical,13,5
908883,307366,2023-06-29 05:35:26,Transaction,Critical,18,2
908884,319726,2025-02-22 15:50:00,Fraud,Medium,3,2
908885,311532,2025-04-22 11:59:14,App,Medium,9,3
908886,309492,2025-09-12 13:50:18,App,Low,5,2
908887,315535,2023-12-03 18:48:09,Fraud,Critical,5,4
908888,321978,2023-01-06 17:05:42,Fraud,Critical,7,1
908889,313198,2023-05-24 16:31:24,Fraud,Low,6,5
908890,311166,2025-03-22 06:58:18,App,Medium,4,1
908891,311470,2023-01-27 10:25:38,Fraud,Medium,5,1
908892,304046,2024-10-25 21:30:29,App,Low,13,2
908893,329286,2024-06-15 05:51:22,Loan,High,16,5
908894,310639,2025-06-20 08:25:22,Loan,High,16,1
908895,311426,2025-03-30 01:42:53,Card,High,17,3
908896,306271,2023-08-03 22:02:07,Loan,Critical,13,4
908897,328577,2023-01-24 04:44:38,App,Medium,9,4
908898,317759,2025-11-10 19:39:20,Card,Critical,6,4
908899,309380,2023-03-16 11:03:08,Fraud,Low,8,4
908900,309054,2023-08-29 15:03:25,Fraud,Medium,11,3
908901,331364,2024-06-03 10:59:07,Transaction,Critical,3,3
908902,309217,2023-07-05 21:47:06,Service,Medium,11,3
908903,303317,2025-11-21 17:08:35,Loan,Critical,4,4
908904,313749,2024-04-08 02:10:11,Transaction,High,4,1
908905,319733,2024-10-04 15:11:30,Loan,Critical,11,5
908906,307610,2025-09-17 08:27:28,Transaction,Medium,11,1
908907,318967,2025-03-02 00:46:34,App,Critical,10,2
908908,309336,2024-05-31 02:39:55,Transaction,High,17,2
908909,320335,2023-02-02 07:40:20,App,Critical,15,4
908910,322539,2024-11-13 23:22:34,Transaction,Low,14,2
908911,338368,2025-04-02 14:20:02,App,High,17,1
908912,302512,2024-10-16 13:47:52,App,Critical,10,4
908913,339182,2025-05-04 11:06:11,Fraud,Critical,4,2
908914,312835,2024-12-18 01:23:25,App,Critical,15,5
908915,312231,2024-09-21 14:33:32,Service,Low,18,1
908916,338281,2025-09-08 00:54:19,Transaction,Critical,16,2
908917,336620,2024-08-05 14:45:35,Loan,Low,18,1
908918,330623,2025-05-15 21:04:58,Card,Low,17,2
908919,325383,2025-03-10 20:43:31,Card,Medium,0,3
908920,310882,2025-11-09 12:16:35,Service,Critical,12,3
908921,337630,2023-09-17 23:41:35,Transaction,Critical,11,5
908922,308932,2024-08-23 19:47:00,Loan,Critical,3,3
908923,334150,2024-03-26 00:56:11,Loan,High,9,2
908924,316018,2025-12-13 12:08:12,Loan,Medium,19,4
908925,311434,2025-08-01 11:21:33,Service,High,14,3
908926,332357,2024-07-14 09:45:05,Card,High,2,2
908927,330734,2024-12-04 15:57:32,Fraud,Medium,9,4
908928,313803,2024-10-14 16:46:32,Transaction,Low,6,4
908929,311919,2024-03-04 08:45:22,Fraud,High,10,2
908930,308545,2025-10-31 08:42:14,Service,High,7,1
908931,336721,2023-04-06 15:52:25,Loan,Low,17,4
908932,327931,2025-12-27 04:57:48,Card,Critical,1,2
908933,330490,2023-04-01 09:35:39,Service,Critical,16,5
908934,324846,2024-04-16 13:08:50,Transaction,Low,17,5
908935,326139,2025-03-22 07:17:25,Card,Low,2,4
908936,301120,2024-06-24 15:03:47,Card,High,18,5
908937,300542,2023-04-09 05:18:13,Service,Low,13,1
908938,326372,2024-11-27 03:51:30,Service,Low,13,1
908939,323210,2025-06-09 23:48:35,Card,Low,4,3
908940,319853,2023-03-02 09:30:15,Transaction,Medium,4,4
908941,324635,2023-05-13 15:43:40,App,Low,6,2
908942,329154,2025-04-06 23:13:55,Card,Critical,0,2
908943,327703,2024-12-22 20:09:42,Loan,Medium,13,4
908944,332359,2025-07-23 10:55:32,Fraud,Medium,11,1
908945,329487,2023-05-19 20:13:34,Service,Low,3,3
908946,330422,2024-05-07 07:32:25,Loan,Medium,1,2
908947,315779,2025-10-10 20:01:46,App,Low,1,5
908948,335099,2025-11-17 22:36:32,Loan,Medium,16,5
908949,328112,2023-07-11 00:23:38,App,High,2,4
908950,334543,2024-11-12 14:34:06,Service,Medium,3,5
908951,303815,2025-08-11 08:17:51,Card,Critical,2,1
908952,338380,2023-05-02 11:56:27,Service,Low,14,1
908953,334719,2025-11-12 19:45:52,Service,Medium,7,4
908954,326696,2024-05-12 00:30:58,Transaction,Critical,2,2
908955,308256,2025-09-26 21:38:32,Service,Low,8,1
908956,337602,2025-05-17 05:54:50,Loan,Medium,14,4
908957,319856,2025-08-15 05:27:16,Service,High,18,2
908958,314025,2025-06-28 10:26:26,Loan,Low,10,1
908959,311515,2025-11-19 12:57:01,Card,Critical,17,4
908960,313891,2023-06-15 04:19:31,Card,High,17,3
908961,327493,2024-03-31 20:26:51,Fraud,Low,11,4
908962,332627,2025-11-14 01:12:59,Transaction,Critical,2,5
908963,307110,2025-06-26 22:19:52,Service,Low,11,1
908964,320493,2023-04-02 11:30:31,Card,Low,3,2
908965,302283,2023-05-29 05:12:39,Service,Medium,13,1
908966,325867,2025-04-04 01:51:32,Fraud,Critical,19,1
908967,308640,2024-04-19 15:58:55,Card,High,7,2
908968,314959,2024-08-30 06:38:43,Card,Low,9,2
908969,316543,2023-06-07 02:36:36,Service,Medium,8,4
908970,315522,2025-02-02 08:45:24,Transaction,High,15,2
908971,307910,2024-05-14 19:10:19,Transaction,Critical,12,2
908972,306255,2025-11-29 23:00:30,Service,Low,0,4
908973,325290,2023-07-05 11:45:03,Card,Critical,19,1
908974,313422,2025-05-31 17:48:21,App,Low,10,4
908975,313373,2025-08-15 13:11:26,App,High,8,4
908976,335492,2023-04-22 10:59:09,App,Medium,0,2
908977,314709,2024-03-18 19:40:50,Transaction,Low,17,4
908978,335312,2024-01-06 02:57:25,Loan,Low,16,1
908979,321817,2025-04-07 00:03:51,Loan,Critical,7,5
908980,304076,2024-07-21 05:22:26,App,Critical,4,4
908981,319696,2024-07-15 17:32:19,Fraud,Medium,3,4
908982,312833,2024-04-18 10:04:17,Service,High,1,3
908983,301429,2024-12-19 06:40:31,App,Medium,6,3
908984,339876,2024-08-05 00:48:07,App,Critical,15,3
908985,322274,2024-07-17 04:44:27,Loan,High,17,1
908986,322706,2023-10-16 03:34:41,Transaction,High,2,4
908987,333321,2024-04-07 16:22:50,Loan,High,4,1
908988,316244,2023-12-23 06:13:27,Fraud,Critical,0,3
908989,323967,2023-01-11 09:00:01,Service,Low,3,3
908990,305530,2024-02-21 22:48:45,Card,Critical,3,3
908991,332274,2024-10-02 13:58:43,Card,Critical,17,2
908992,316539,2024-08-22 23:22:14,Loan,High,1,1
908993,332667,2024-05-07 02:11:06,Loan,High,15,3
908994,334364,2024-10-14 06:46:38,Service,Critical,15,2
908995,307571,2025-09-15 20:16:36,Service,Critical,1,1
908996,312702,2024-03-17 14:56:35,Fraud,Critical,2,4
908997,337162,2024-12-18 19:23:19,Service,Low,7,1
908998,303055,2023-04-20 09:43:49,App,Low,8,4
908999,323121,2023-08-16 23:08:16,App,High,12,2
909000,303217,2025-06-21 01:14:42,Fraud,High,8,1
909001,310822,2025-05-21 19:03:09,App,Medium,10,4
909002,328946,2025-07-20 12:56:02,Transaction,Low,2,3
909003,308104,2025-05-16 00:55:57,Service,Low,6,5
909004,334148,2023-01-11 01:12:05,Transaction,Critical,11,1
909005,324284,2025-06-07 02:31:36,Fraud,Medium,2,1
909006,305132,2023-05-12 11:36:09,Card,Medium,17,5
909007,330604,2023-02-25 08:00:39,Loan,High,4,5
909008,331054,2023-06-16 18:36:41,Transaction,High,16,5
909009,325851,2024-12-30 08:09:11,Transaction,High,2,5
909010,330063,2025-08-25 22:11:48,Transaction,High,14,3
909011,326782,2025-10-26 08:55:59,App,Critical,0,3
909012,323069,2023-01-13 01:52:36,Card,Medium,4,4
909013,329239,2023-04-10 11:07:04,App,High,15,1
909014,335589,2023-07-26 13:53:01,Card,High,5,2
